id,x,y,width
28067,563,280,38
28068,601,280,39
28073,640,280,42
28077,682,280,40
28078,722,280,42
28079,764,280,45
28080,809,280,41
28081,850,280,39
28082,889,280,43
28083,932,280,40
28084,972,280,40
28085,1012,280,41
28086,1053,280,41
28087,1094,280,42
28088,1136,280,41
28089,1177,280,38
28090,1215,280,40
28091,1255,280,40
28092,1295,280,40
28093,1335,280,43
28094,1378,280,35
28095,1413,280,43
28096,1456,280,41
28097,1497,280,40
28099,1537,280,42
28100,1579,280,40
28101,1619,280,40
28105,1659,280,41
28106,1700,280,44
28107,1744,280,40
28109,1784,280,41
28110,1825,280,39
28111,1864,280,42
28114,1906,280,40
28115,1946,280,40
28116,1986,280,39
28117,0,320,38
28118,38,320,39
28120,77,320,40
28121,117,320,39
28122,156,320,39
28123,195,320,40
28125,235,320,41
28126,276,320,40
28127,316,320,39
28128,355,320,41
28129,396,320,40
28130,436,320,40
28132,476,320,40
28133,516,320,41
28134,557,320,40
28135,597,320,39
28136,636,320,40
28137,676,320,40
28138,716,320,40
28139,756,320,41
28141,797,320,41
28142,838,320,40
28143,878,320,39
28144,917,320,40
28145,957,320,40
28146,997,320,40
28148,1037,320,41
28149,1078,320,39
28150,1117,320,39
28151,1156,320,39
28152,1195,320,39
28154,1234,320,39
28155,1273,320,39
28156,1312,320,38
28157,1350,320,41
28158,1391,320,39
28160,1430,320,41
28161,1471,320,40
28162,1511,320,37
28163,1548,320,39
28164,1587,320,40
28165,1627,320,40
28166,1667,320,40
28167,1707,320,40
28168,1747,320,40
28169,1787,320,42
28170,1829,320,40
28171,1869,320,41
28174,1910,320,40
28175,1950,320,39
28176,0,360,39
28177,39,360,41
28178,80,360,38
28179,118,360,40
28180,158,360,39
28181,197,360,39
28182,236,360,40
28183,276,360,41
28184,317,360,40
28185,357,360,40
28187,397,360,42
28188,439,360,42
28189,481,360,39
28190,520,360,40
28191,560,360,41
28192,601,360,40
28194,641,360,38
28196,679,360,40
28197,719,360,39
28199,758,360,40
28200,798,360,41
28201,839,360,41
28202,880,360,38
28204,918,360,40
28205,958,360,40
28207,998,360,41
28209,1039,360,40
28210,1079,360,39
28211,1118,360,38
28212,1156,360,43
28231,1199,360,41
28232,1240,360,43
28234,1283,360,43
28236,1326,360,40
28239,1366,360,44
28246,1410,360,41
28248,1451,360,39
28249,1490,360,41
28250,1531,360,39
28251,1570,360,39
28254,1609,360,40
28255,1649,360,38
28257,1687,360,41
28260,1728,360,43
28261,1771,360,40
28262,1811,360,40
28264,1851,360,40
28265,1891,360,40
28266,1931,360,39
28267,1970,360,39
28268,0,400,40
28269,40,400,39
28271,79,400,40
28272,119,400,40
28273,159,400,39
28275,198,400,39
28276,237,400,39
28277,276,400,39
28278,315,400,40
28279,355,400,39
28280,394,400,40
28282,434,400,41
28283,475,400,40
28284,515,400,40
28285,555,400,39
28286,594,400,40
28287,634,400,40
28289,674,400,40
28290,714,400,39
28291,753,400,40
28293,793,400,40
28302,833,400,43
28304,876,400,43
28306,919,400,41
28307,960,400,42
28308,1002,400,39
28309,1041,400,46
28310,1087,400,42
28311,1129,400,43
28313,1172,400,41
28314,1213,400,39
28315,1252,400,35
28316,1287,400,43
28317,1330,400,41
28318,1371,400,41
28319,1412,400,39
28320,1451,400,43
28321,1494,400,42
28322,1536,400,39
28323,1575,400,41
28324,1616,400,40
28325,1656,400,39
28326,1695,400,41
28328,1736,400,41
28343,1777,400,40
28344,1817,400,42
28354,1859,400,42
28368,1901,400,40
28369,1941,400,40
28370,1981,400,44
28371,0,440,40
28372,40,440,41
28373,81,440,40
28374,121,440,45
28375,166,440,42
28376,208,440,42
28377,250,440,39
28378,289,440,40
28379,329,440,45
28380,374,440,41
28381,415,440,43
28382,458,440,42
28383,500,440,41
28384,541,440,40
28385,581,440,39
28386,620,440,39
28387,659,440,39
28388,698,440,41
28389,739,440,40
28390,779,440,40
28391,819,440,40
28392,859,440,39
28393,898,440,40
28394,938,440,40
28395,978,440,40
28396,1018,440,40
28397,1058,440,40
28398,1098,440,40
28399,1138,440,40
28400,1178,440,40
28401,1218,440,40
28402,1258,440,39
28403,1297,440,41
28404,1338,440,39
28405,1377,440,40
28406,1417,440,43
28407,1460,440,39
28408,1499,440,40
28409,1539,440,40
28410,1579,440,43
28411,1622,440,40
28412,1662,440,40
28413,1702,440,39
28414,1741,440,39
28415,1780,440,40
28416,1820,440,40
28417,1860,440,43
28418,1903,440,40
28419,1943,440,40
28420,1983,440,41
28421,0,480,38
28422,38,480,45
28423,83,480,40
28424,123,480,40
28425,163,480,41
28426,204,480,40
28427,244,480,39
28428,283,480,39
28429,322,480,41
28430,363,480,40
28431,403,480,40
28432,443,480,40
28433,483,480,40
28434,523,480,40
28435,563,480,40
28436,603,480,39
28437,642,480,40
28438,682,480,40
28439,722,480,40
28440,762,480,39
28441,801,480,40
28442,841,480,40
28443,881,480,41
28444,922,480,40
28445,962,480,39
28446,1001,480,45
28447,1046,480,39
28448,1085,480,39
28449,1124,480,43
28450,1167,480,40
28457,1207,480,40
28458,1247,480,42
28459,1289,480,40
28460,1329,480,39
28461,1368,480,40
28462,1408,480,41
28463,1449,480,40
28464,1489,480,43
28465,1532,480,41
28466,1573,480,40
28467,1613,480,39
28468,1652,480,41
28469,1693,480,40
28470,1733,480,40
28471,1773,480,39
28472,1812,480,41
28473,1853,480,40
28475,1893,480,40
28476,1933,480,40
28478,1973,480,40
28484,0,520,37
28485,37,520,41
28486,78,520,41
28487,119,520,40
28489,159,520,39
28491,198,520,40
28492,238,520,39
28493,277,520,41
28495,318,520,39
28497,357,520,40
28499,397,520,40
28501,437,520,41
28503,478,520,41
28504,519,520,40
28507,559,520,41
28509,600,520,40
28510,640,520,41
28512,681,520,41
28518,722,520,40
28519,762,520,40
28520,802,520,40
28521,842,520,40
28522,882,520,40
28523,922,520,41
28524,963,520,39
28525,1002,520,40
28526,1042,520,40
28527,1082,520,40
28528,1122,520,40
28529,1162,520,39
28530,1201,520,40
28531,1241,520,39
28532,1280,520,40
28533,1320,520,39
28534,1359,520,41
28535,1400,520,40
28536,1440,520,43
28537,1483,520,40
28538,1523,520,40
28539,1563,520,40
28540,1603,520,41
28541,1644,520,39
28542,1683,520,41
28543,1724,520,40
28544,1764,520,40
28545,1804,520,40
28546,1844,520,40
28547,1884,520,40
28548,1924,520,40
28549,1964,520,40
28550,0,560,40
28551,40,560,40
28552,80,560,40
28553,120,560,40
28554,160,560,40
28555,200,560,40
28556,240,560,40
28557,280,560,39
28558,319,560,40
28559,359,560,41
28560,400,560,40
28561,440,560,39
28562,479,560,40
28563,519,560,40
28564,559,560,40
28565,599,560,39
28566,638,560,38
28567,676,560,39
28568,715,560,40
28569,755,560,40
28570,795,560,39
28571,834,560,39
28572,873,560,33
28585,906,560,40
28611,946,560,40
28612,986,560,40
28613,1026,560,41
28614,1067,560,40
28615,1107,560,40
28616,1147,560,38
28617,1185,560,41
28618,1226,560,40
28619,1266,560,40
28620,1306,560,40
28621,1346,560,39
28622,1385,560,39
28623,1424,560,40
28624,1464,560,40
28625,1504,560,39
28626,1543,560,40
28627,1583,560,40
28628,1623,560,40
28629,1663,560,39
28630,1702,560,39
28631,1741,560,40
28632,1781,560,40
28633,1821,560,39
28634,1860,560,40
28635,1900,560,40
28636,1940,560,40
28637,0,600,40
28638,40,600,40
28639,80,600,40
28640,120,600,40
28641,160,600,39
28642,199,600,39
28643,238,600,40
28644,278,600,40
28645,318,600,41
28646,359,600,40
28647,399,600,40
28648,439,600,40
28649,479,600,39
28650,518,600,41
28651,559,600,40
28652,599,600,39
28653,638,600,40
28654,678,600,39
28655,717,600,39
28656,756,600,40
28657,796,600,39
28658,835,600,40
28659,875,600,39
28660,914,600,40
28661,954,600,40
28662,994,600,40
28663,1034,600,40
28664,1074,600,39
28665,1113,600,41
28666,1154,600,40
28667,1194,600,40
28668,1234,600,40
28669,1274,600,40
28670,1314,600,40
28671,1354,600,40
28672,1394,600,40
28673,1434,600,39
28674,1473,600,40
28675,1513,600,39
28676,1552,600,39
28677,1591,600,40
28678,1631,600,39
28679,1670,600,40
28680,1710,600,39
28681,1749,600,40
28682,1789,600,40
28683,1829,600,39
28684,1868,600,40
28685,1908,600,39
28686,1947,600,40
28687,0,640,40
28688,40,640,40
28713,80,640,40
28714,120,640,40
28715,160,640,40
28716,200,640,39
28717,239,640,40
28718,279,640,40
28719,319,640,39
28720,358,640,40
28721,398,640,40
28722,438,640,39
28723,477,640,40
28724,517,640,40
28725,557,640,40
28726,597,640,39
28727,636,640,40
28728,676,640,40
28729,716,640,40
28730,756,640,39
28731,795,640,40
28732,835,640,39
28733,874,640,39
28734,913,640,39
28735,952,640,39
28736,991,640,39
28737,1030,640,39
28738,1069,640,39
28739,1108,640,39
28740,1147,640,39
28741,1186,640,39
28742,1225,640,40
28743,1265,640,40
28744,1305,640,40
28745,1345,640,39
28746,1384,640,40
28747,1424,640,40
28748,1464,640,40
28749,1504,640,40
28750,1544,640,39
28751,1583,640,40
28752,1623,640,40
28753,1663,640,40
28754,1703,640,40
28755,1743,640,40
28756,1783,640,39
28758,1822,640,40
28761,1862,640,39
28762,1901,640,39
28763,1940,640,40
28764,0,680,39
28765,39,680,39
28766,78,680,40
28767,118,680,39
28768,157,680,39
28769,196,680,39
28770,235,680,40
28771,275,680,39
28772,314,680,39
28773,353,680,39
28774,392,680,40
28775,432,680,40
28776,472,680,40
28777,512,680,40
28778,552,680,40
28779,592,680,40
28780,632,680,39
28781,671,680,40
28782,711,680,39
28783,750,680,40
28784,790,680,40
28785,830,680,40
28786,870,680,40
28815,910,680,39
28816,949,680,42
28817,991,680,40
28818,1031,680,40
28819,1071,680,39
28820,1110,680,39
28821,1149,680,40
28822,1189,680,40
28823,1229,680,40
28824,1269,680,40
28825,1309,680,40
28826,1349,680,39
28827,1388,680,40
28828,1428,680,38
28829,1466,680,40
28830,1506,680,39
28831,1545,680,39
28832,1584,680,40
28833,1624,680,39
28834,1663,680,39
28835,1702,680,39
28836,1741,680,40
28837,1781,680,40
28838,1821,680,40
28839,1861,680,40
28840,1901,680,40
28841,1941,680,40
28842,0,720,39
28843,39,720,39
28844,78,720,39
28845,117,720,39
28846,156,720,40
28847,196,720,39
28848,235,720,40
28849,275,720,40
28850,315,720,38
28851,353,720,40
28852,393,720,40
28853,433,720,38
28854,471,720,38
28855,509,720,39
28856,548,720,40
28857,588,720,40
28858,628,720,41
28859,669,720,39
28860,708,720,40
28861,748,720,40
28862,788,720,39
28863,827,720,40
28864,867,720,40
28865,907,720,40
28866,947,720,39
28867,986,720,40
28868,1026,720,41
28869,1067,720,40
28870,1107,720,40
28871,1147,720,41
28902,1188,720,40
28903,1228,720,40
28904,1268,720,40
28905,1308,720,41
28906,1349,720,40
28907,1389,720,39
28908,1428,720,40
28909,1468,720,40
28910,1508,720,40
28911,1548,720,40
28912,1588,720,40
28913,1628,720,41
28914,1669,720,40
28915,1709,720,39
28916,1748,720,40
28917,1788,720,40
28918,1828,720,40
28919,1868,720,40
28920,1908,720,40
28921,1948,720,39
28922,0,760,39
28923,39,760,40
28924,79,760,40
28925,119,760,39
28926,158,760,40
28927,198,760,39
28928,237,760,40
28929,277,760,40
28930,317,760,40
28931,357,760,40
28932,397,760,40
28933,437,760,40
28934,477,760,39
28935,516,760,39
28936,555,760,40
28937,595,760,39
28938,634,760,39
28939,673,760,40
28940,713,760,40
28941,753,760,39
28942,792,760,40
28943,832,760,40
28944,872,760,40
28945,912,760,39
28946,951,760,39
28947,990,760,40
28948,1030,760,40
28949,1070,760,40
28950,1110,760,40
28951,1150,760,39
28952,1189,760,40
28953,1229,760,40
28954,1269,760,40
28955,1309,760,39
28956,1348,760,39
28957,1387,760,39
28958,1426,760,40
28959,1466,760,40
28960,1506,760,39
28961,1545,760,44
28962,1589,760,40
28983,1629,760,38
28991,1667,760,42
28999,1709,760,40
29014,1749,760,40
29016,1789,760,39
29018,1828,760,40
29019,1868,760,39
29020,1907,760,40
29021,1947,760,40
29022,0,0,39
29023,39,0,40
29024,79,0,39
29025,118,0,39
29026,157,0,40
29028,197,0,40
29029,237,0,39
29030,276,0,40
29031,316,0,41
29032,357,0,40
29033,397,0,40
29034,437,0,40
29035,477,0,40
29036,517,0,40
29037,557,0,40
29038,597,0,39
29039,636,0,40
29040,676,0,40
29041,716,0,40
29042,756,0,42
29043,798,0,40
29045,838,0,40
29047,878,0,39
29048,917,0,40
29049,957,0,41
29051,998,0,40
29052,1038,0,40
29053,1078,0,40
29055,1118,0,40
29056,1158,0,40
29057,1198,0,41
29060,1239,0,40
29061,1279,0,40
29062,1319,0,40
29063,1359,0,40
29065,1399,0,40
29066,1439,0,40
29067,1479,0,41
29068,1520,0,40
29069,1560,0,40
29071,1600,0,40
29073,1640,0,40
29075,1680,0,40
29076,1720,0,40
29077,1760,0,40
29079,1800,0,39
29080,1839,0,39
29081,1878,0,40
29082,1918,0,40
29083,1958,0,40
29084,0,40,39
29085,39,40,40
29086,79,40,40
29087,119,40,40
29090,159,40,37
29091,196,40,40
29092,236,40,39
29094,275,40,44
29101,319,40,39
29128,358,40,40
29129,398,40,40
29130,438,40,40
29131,478,40,41
29132,519,40,40
29133,559,40,40
29134,599,40,40
29135,639,40,40
29136,679,40,40
29137,719,40,40
29138,759,40,39
29139,798,40,39
29140,837,40,40
29141,877,40,39
29142,916,40,40
29143,956,40,40
29144,996,40,40
29145,1036,40,40
29146,1076,40,40
29147,1116,40,40
29148,1156,40,40
29149,1196,40,40
29150,1236,40,40
29151,1276,40,40
29152,1316,40,40
29153,1356,40,40
29154,1396,40,40
29155,1436,40,40
29156,1476,40,40
29157,1516,40,40
29158,1556,40,40
29159,1596,40,40
29160,1636,40,40
29161,1676,40,40
29162,1716,40,39
29163,1755,40,40
29164,1795,40,39
29165,1834,40,40
29166,1874,40,40
29167,1914,40,40
29168,1954,40,39
29169,0,80,40
29170,40,80,40
29171,80,80,40
29172,120,80,40
29173,160,80,40
29174,200,80,40
29175,240,80,40
29176,280,80,41
29177,321,80,40
29178,361,80,41
29179,402,80,40
29180,442,80,41
29181,483,80,41
29182,524,80,41
29183,565,80,40
29184,605,80,40
29185,645,80,40
29186,685,80,40
29187,725,80,40
29188,765,80,41
29189,806,80,40
29190,846,80,41
29191,887,80,40
29193,927,80,40
29194,967,80,41
29195,1008,80,40
29201,1048,80,39
29203,1087,80,41
29204,1128,80,41
29205,1169,80,41
29206,1210,80,40
29208,1250,80,42
29209,1292,80,42
29211,1334,80,41
29213,1375,80,42
29214,1417,80,40
29215,1457,80,41
29216,1498,80,41
29217,1539,80,39
29218,1578,80,41
29221,1619,80,40
29222,1659,80,41
29223,1700,80,40
29224,1740,80,42
29225,1782,80,40
29230,1822,80,40
29232,1862,80,42
29237,1904,80,41
29240,1945,80,40
29242,1985,80,38
29244,0,120,41
29247,41,120,40
29251,81,120,40
29252,121,120,40
29253,161,120,39
29254,200,120,40
29255,240,120,40
29256,280,120,40
29257,320,120,40
29258,360,120,40
29259,400,120,40
29260,440,120,40
29261,480,120,40
29262,520,120,41
29263,561,120,41
29264,602,120,40
29265,642,120,40
29266,682,120,40
29267,722,120,39
29268,761,120,39
29269,800,120,40
29270,840,120,40
29271,880,120,39
29272,919,120,39
29273,958,120,39
29274,997,120,40
29275,1037,120,40
29276,1077,120,40
29277,1117,120,40
29278,1157,120,40
29279,1197,120,40
29280,1237,120,40
29281,1277,120,40
29282,1317,120,40
29283,1357,120,40
29284,1397,120,40
29285,1437,120,40
29286,1477,120,40
29287,1517,120,40
29288,1557,120,40
29289,1597,120,40
29290,1637,120,40
29291,1677,120,40
29292,1717,120,40
29293,1757,120,41
29294,1798,120,40
29295,1838,120,40
29296,1878,120,40
29297,1918,120,40
29298,1958,120,41
29299,0,160,39
29300,39,160,40
29303,79,160,40
29304,119,160,40
29305,159,160,38
29306,197,160,41
29307,238,160,40
29308,278,160,44
29309,322,160,36
29310,358,160,40
29311,398,160,39
29312,437,160,41
29313,478,160,36
29314,514,160,39
29315,553,160,39
29316,592,160,40
29317,632,160,39
29318,671,160,41
29319,712,160,35
29320,747,160,38
29321,785,160,41
29330,826,160,36
29331,862,160,39
29333,901,160,38
29338,939,160,47
29340,986,160,40
29342,1026,160,39
29344,1065,160,41
29346,1106,160,39
29348,1145,160,40
29353,1185,160,40
29354,1225,160,39
29355,1264,160,40
29356,1304,160,40
29357,1344,160,40
29358,1384,160,40
29359,1424,160,40
29360,1464,160,40
29361,1504,160,39
29362,1543,160,39
29363,1582,160,40
29364,1622,160,40
29365,1662,160,40
29366,1702,160,39
29367,1741,160,40
29368,1781,160,40
29369,1821,160,40
29370,1861,160,39
29371,1900,160,41
29372,1941,160,41
29373,0,200,40
29374,40,200,40
29375,80,200,41
29376,121,200,40
29377,161,200,42
29378,203,200,40
29379,243,200,40
29380,283,200,40
29381,323,200,40
29382,363,200,38
29383,401,200,40
29384,441,200,39
29385,480,200,40
29386,520,200,40
29387,560,200,40
29388,600,200,40
29389,640,200,40
29390,680,200,40
29391,720,200,41
29392,761,200,40
29393,801,200,39
29394,840,200,40
29395,880,200,40
29396,920,200,41
29397,961,200,40
29398,1001,200,41
29399,1042,200,40
29400,1082,200,40
29401,1122,200,40
29402,1162,200,40
29403,1202,200,39
29404,1241,200,40
29405,1281,200,40
29406,1321,200,40
29407,1361,200,40
29408,1401,200,39
29409,1440,200,40
29410,1480,200,39
29411,1519,200,40
29412,1559,200,40
29413,1599,200,39
29414,1638,200,43
29415,1681,200,41
29416,1722,200,40
29417,1762,200,38
29418,1800,200,38
29419,1838,200,42
29420,1880,200,43
29421,1923,200,38
29422,1961,200,41
29423,0,240,42
29424,42,240,36
29425,78,240,37
29426,115,240,40
29433,155,240,38
29435,193,240,39
29437,232,240,41
29440,273,240,38
29442,311,240,39
29443,350,240,41
29445,391,240,40
29447,431,240,38
29448,469,240,39
29449,508,240,39
29450,547,240,40
29451,587,240,40
29452,627,240,40
29453,667,240,40
29454,707,240,40
29455,747,240,40
29456,787,240,40
29457,827,240,39
29459,866,240,39
29460,905,240,40
29461,945,240,40
29462,985,240,39
29464,1024,240,40
29465,1064,240,38
29466,1102,240,39
29467,1141,240,39
29468,1180,240,40
29469,1220,240,40
29470,1260,240,40
29471,1300,240,40
29472,1340,240,39
29473,1379,240,40
29474,1419,240,40
29477,1459,240,38
29483,1497,240,42
29484,1539,240,41
29485,1580,240,41
29487,1621,240,42
29489,1663,240,40
29490,1703,240,40
29491,1743,240,39
29492,1782,240,42
29493,1824,240,41
29494,1865,240,39
29495,1904,240,40
29497,1944,240,38
29498,0,280,40
29499,40,280,39
29500,79,280,40
29501,119,280,40
29502,159,280,40
29503,199,280,39
29504,238,280,40
29505,278,280,40
29506,318,280,40
29507,358,280,40
29509,398,280,40
29510,438,280,40
29512,478,280,40
29515,518,280,40
29516,558,280,40
29517,598,280,39
29520,637,280,40
29524,677,280,40
29525,717,280,40
29526,757,280,39
29527,796,280,39
29528,835,280,40
29529,875,280,40
29531,915,280,38
29535,953,280,40
29536,993,280,40
29537,1033,280,40
29539,1073,280,40
29540,1113,280,39
29541,1152,280,40
29543,1192,280,40
29544,1232,280,40
29545,1272,280,39
29546,1311,280,40
29547,1351,280,40
29548,1391,280,40
29549,1431,280,40
29550,1471,280,40
29551,1511,280,41
29552,1552,280,39
29553,1591,280,40
29554,1631,280,39
29555,1670,280,39
29556,1709,280,40
29557,1749,280,40
29558,1789,280,41
29559,1830,280,39
29560,1869,280,40
29562,1909,280,40
29563,1949,280,39
29564,0,320,39
29565,39,320,40
29566,79,320,39
29568,118,320,40
29570,158,320,40
29571,198,320,40
29572,238,320,39
29573,277,320,39
29574,316,320,40
29575,356,320,40
29576,396,320,39
29577,435,320,40
29589,475,320,40
29590,515,320,41
29600,556,320,40
29607,596,320,39
29615,635,320,41
29616,676,320,37
29617,713,320,39
29619,752,320,40
29621,792,320,40
29622,832,320,43
29626,875,320,40
29628,915,320,39
29634,954,320,37
29636,991,320,43
29638,1034,320,39
29639,1073,320,41
29640,1114,320,39
29643,1153,320,38
29644,1191,320,40
29645,1231,320,39
29646,1270,320,40
29647,1310,320,40
29648,1350,320,40
29649,1390,320,39
29650,1429,320,40
29651,1469,320,40
29652,1509,320,40
29653,1549,320,39
29654,1588,320,40
29655,1628,320,39
29656,1667,320,39
29657,1706,320,40
29658,1746,320,40
29659,1786,320,40
29660,1826,320,40
29661,1866,320,39
29662,1905,320,40
29663,1945,320,40
29664,0,360,40
29665,40,360,40
29666,80,360,41
29667,121,360,40
29668,161,360,39
29669,200,360,39
29670,239,360,39
29671,278,360,41
29672,319,360,39
29673,358,360,40
29674,398,360,40
29675,438,360,40
29676,478,360,39
29677,517,360,40
29678,557,360,39
29679,596,360,39
29680,635,360,40
29681,675,360,40
29682,715,360,40
29683,755,360,40
29684,795,360,40
29685,835,360,39
29686,874,360,40
29687,914,360,40
29688,954,360,40
29689,994,360,40
29690,1034,360,39
29691,1073,360,40
29692,1113,360,40
29693,1153,360,39
29694,1192,360,40
29695,1232,360,40
29696,1272,360,40
29697,1312,360,39
29698,1351,360,39
29699,1390,360,39
29700,1429,360,40
29701,1469,360,40
29702,1509,360,39
29703,1548,360,37
29705,1585,360,39
29706,1624,360,40
29707,1664,360,39
29709,1703,360,39
29710,1742,360,40
29711,1782,360,40
29712,1822,360,39
29713,1861,360,39
29714,1900,360,40
29715,1940,360,39
29717,0,400,40
29718,40,400,40
29719,80,400,39
29720,119,400,38
29721,157,400,40
29722,197,400,39
29723,236,400,39
29724,275,400,43
29725,318,400,39
29726,357,400,41
29727,398,400,40
29728,438,400,39
29729,477,400,40
29730,517,400,39
29731,556,400,40
29732,596,400,40
29734,636,400,40
29735,676,400,40
29736,716,400,40
29737,756,400,40
29738,796,400,39
29739,835,400,39
29740,874,400,40
29741,914,400,40
29742,954,400,40
29743,994,400,41
29744,1035,400,40
29745,1075,400,39
29746,1114,400,40
29747,1154,400,39
29748,1193,400,40
29749,1233,400,40
29750,1273,400,40
29751,1313,400,39
29752,1352,400,40
29753,1392,400,39
29754,1431,400,39
29755,1470,400,40
29756,1510,400,40
29757,1550,400,40
29758,1590,400,40
29759,1630,400,40
29760,1670,400,40
29761,1710,400,39
29762,1749,400,40
29763,1789,400,40
29764,1829,400,39
29765,1868,400,39
29766,1907,400,40
29767,1947,400,39
29768,0,440,39
29769,39,440,39
29770,78,440,40
29771,118,440,40
29772,158,440,40
29773,198,440,41
29774,239,440,41
29775,280,440,40
29776,320,440,39
29777,359,440,41
29778,400,440,39
29792,439,440,40
29793,479,440,41
29794,520,440,45
29795,565,440,41
29796,606,440,41
29797,647,440,41
29798,688,440,42
29799,730,440,42
29800,772,440,39
29801,811,440,42
29802,853,440,39
29803,892,440,43
29804,935,440,43
29805,978,440,40
29806,1018,440,43
29807,1061,440,39
29808,1100,440,41
29809,1141,440,39
29810,1180,440,40
29811,1220,440,40
29812,1260,440,39
29844,1299,440,41
29846,1340,440,39
29847,1379,440,43
29848,1422,440,43
29849,1465,440,43
29850,1508,440,42
29851,1550,440,41
29852,1591,440,40
29853,1631,440,40
29854,1671,440,39
29855,1710,440,41
29856,1751,440,40
29857,1791,440,41
29858,1832,440,39
29859,1871,440,37
29860,1908,440,41
29861,1949,440,41
29862,1990,440,40
29863,0,480,40
29864,40,480,40
29865,80,480,40
29866,120,480,40
29867,160,480,41
29868,201,480,41
29869,242,480,41
29870,283,480,42
29871,325,480,40
29872,365,480,41
29873,406,480,44
29874,450,480,41
29875,491,480,40
29876,531,480,42
29877,573,480,40
29878,613,480,41
29879,654,480,41
29880,695,480,40
29881,735,480,40
29882,775,480,40
29883,815,480,41
29884,856,480,39
29885,895,480,39
29886,934,480,41
29887,975,480,41
29888,1016,480,40
29889,1056,480,40
29890,1096,480,40
29891,1136,480,40
29892,1176,480,40
29893,1216,480,40
29894,1256,480,40
29895,1296,480,41
29896,1337,480,40
29897,1377,480,41
29898,1418,480,40
29899,1458,480,40
29900,1498,480,41
29901,1539,480,40
29902,1579,480,39
29903,1618,480,41
29904,1659,480,40
29905,1699,480,41
29906,1740,480,40
29907,1780,480,40
29908,1820,480,41
29909,1861,480,40
29910,1901,480,39
29911,1940,480,38
29912,1978,480,41
29916,0,520,40
29918,40,520,41
29922,81,520,40
29925,121,520,40
29927,161,520,41
29928,202,520,41
29929,243,520,41
29932,284,520,42
29933,326,520,37
29934,363,520,41
29935,404,520,41
29938,445,520,41
29940,486,520,40
29941,526,520,41
29942,567,520,36
29944,603,520,30
29946,633,520,46
29947,679,520,41
29949,720,520,41
29952,761,520,40
29953,801,520,44
29957,845,520,40
29960,885,520,41
29962,926,520,38
29963,964,520,41
29964,1005,520,40
29965,1045,520,40
29966,1085,520,40
29967,1125,520,38
29968,1163,520,38
29969,1201,520,39
29970,1240,520,38
29971,1278,520,38
29972,1316,520,40
29973,1356,520,36
29974,1392,520,41
29975,1433,520,39
29976,1472,520,42
29977,1514,520,39
29978,1553,520,40
29980,1593,520,40
29981,1633,520,36
29982,1669,520,36
29983,1705,520,40
29984,1745,520,39
29985,1784,520,37
29986,1821,520,38
29987,1859,520,37
29988,1896,520,36
29989,1932,520,38
29990,0,560,38
29991,38,560,38
29992,76,560,41
29993,117,560,37
29994,154,560,37
29995,191,560,38
29996,229,560,39
29997,268,560,40
29998,308,560,41
29999,349,560,40
30000,389,560,40
30001,429,560,40
30002,469,560,39
30003,508,560,41
30004,549,560,40
30005,589,560,40
30006,629,560,40
30007,669,560,40
30008,709,560,39
30009,748,560,39
30010,787,560,40
30011,827,560,41
30012,868,560,39
30013,907,560,39
30014,946,560,39
30015,985,560,39
30016,1024,560,39
30017,1063,560,40
30018,1103,560,40
30019,1143,560,39
30020,1182,560,39
30021,1221,560,39
30022,1260,560,41
30023,1301,560,41
30024,1342,560,41
30025,1383,560,40
30026,1423,560,40
30027,1463,560,40
30028,1503,560,40
30029,1543,560,40
30030,1583,560,40
30031,1623,560,41
30032,1664,560,41
30033,1705,560,40
30034,1745,560,40
30035,1785,560,40
30036,1825,560,41
30037,1866,560,41
30038,1907,560,41
30039,1948,560,41
30040,0,600,41
30041,41,600,40
30042,81,600,39
30043,120,600,41
30044,161,600,39
30045,200,600,41
30046,241,600,40
30047,281,600,41
30048,322,600,42
30049,364,600,40
30050,404,600,40
30051,444,600,41
30052,485,600,39
30053,524,600,40
30054,564,600,40
30060,604,600,39
30061,643,600,42
30062,685,600,40
30063,725,600,40
30064,765,600,40
30065,805,600,40
30066,845,600,41
30067,886,600,40
30068,926,600,40
30069,966,600,41
30070,1007,600,39
30071,1046,600,39
30072,1085,600,40
30073,1125,600,41
30074,1166,600,40
30075,1206,600,42
30076,1248,600,40
30077,1288,600,40
30078,1328,600,40
30079,1368,600,39
30080,1407,600,40
30081,1447,600,40
30082,1487,600,41
30083,1528,600,40
30084,1568,600,40
30085,1608,600,39
30086,1647,600,40
30087,1687,600,40
30088,1727,600,40
30089,1767,600,39
30090,1806,600,40
30091,1846,600,39
30092,1885,600,40
30093,1925,600,42
30094,1967,600,41
30095,0,640,41
30096,41,640,42
30097,83,640,39
30098,122,640,40
30099,162,640,41
30100,203,640,40
30101,243,640,39
30102,282,640,41
30103,323,640,40
30106,363,640,40
30108,403,640,42
30109,445,640,39
30111,484,640,40
30112,524,640,41
30116,565,640,41
30117,606,640,41
30121,647,640,40
30124,687,640,40
30125,727,640,42
30126,769,640,40
30129,809,640,38
30130,847,640,41
30131,888,640,40
30133,928,640,42
30136,970,640,41
30137,1011,640,40
30138,1051,640,41
30139,1092,640,40
30140,1132,640,40
30141,1172,640,42
30142,1214,640,40
30143,1254,640,39
30144,1293,640,41
30145,1334,640,40
30146,1374,640,42
30147,1416,640,41
30148,1457,640,41
30149,1498,640,40
