x,y,width,height
1002,700,25,25
1027,700,25,25
1052,700,24,25
1076,700,25,25
1101,700,25,25
1126,700,24,25
1150,700,25,25
1175,700,25,25
1200,700,25,25
1225,700,24,25
0,725,25,25
25,725,25,25
50,725,25,25
75,725,24,25
99,725,25,25
124,725,25,25
149,725,25,25
174,725,24,25
198,725,25,25
223,725,25,25
248,725,25,25
273,725,25,25
298,725,24,25
322,725,25,25
347,725,26,25
373,725,25,25
398,725,24,25
422,725,24,25
446,725,23,25
469,725,24,25
493,725,24,25
517,725,28,25
545,725,24,25
569,725,24,25
593,725,24,25
617,725,22,25
639,725,26,25
665,725,24,25
689,725,27,25
716,725,24,25
740,725,24,25
764,725,24,25
788,725,26,25
814,725,27,25
841,725,27,25
868,725,25,25
893,725,27,25
920,725,25,25
945,725,25,25
970,725,25,25
995,725,26,25
1021,725,25,25
1046,725,25,25
1071,725,26,25
1097,725,25,25
1122,725,25,25
1147,725,27,25
1174,725,26,25
1200,725,26,25
1226,725,26,25
0,750,25,25
25,750,25,25
50,750,25,25
75,750,25,25
100,750,23,25
123,750,24,25
147,750,25,25
172,750,26,25
198,750,25,25
223,750,26,25
249,750,25,25
274,750,25,25
299,750,26,25
325,750,24,25
349,750,25,25
374,750,27,25
401,750,24,25
425,750,24,25
449,750,24,25
473,750,23,25
496,750,25,25
521,750,28,25
549,750,26,25
575,750,26,25
601,750,25,25
626,750,23,25
649,750,25,25
674,750,24,25
698,750,25,25
723,750,25,25
748,750,27,25
775,750,24,25
799,750,25,25
824,750,25,25
849,750,23,25
872,750,24,25
896,750,24,25
920,750,27,25
947,750,25,25
972,750,27,25
999,750,28,25
1027,750,25,25
1052,750,27,25
1079,750,25,25
1104,750,23,25
1127,750,25,25
1152,750,25,25
1177,750,23,25
1200,750,25,25
1225,750,24,25
0,775,24,25
24,775,26,25
50,775,24,25
74,775,26,25
100,775,25,25
125,775,25,25
150,775,22,25
172,775,24,25
196,775,27,25
223,775,24,25
247,775,22,25
269,775,25,25
294,775,25,25
319,775,25,25
344,775,25,25
369,775,25,25
394,775,25,25
419,775,25,25
444,775,25,25
469,775,25,25
494,775,25,25
519,775,25,25
544,775,25,25
569,775,25,25
594,775,25,25
619,775,25,25
644,775,25,25
669,775,24,25
693,775,25,25
718,775,25,25
743,775,25,25
768,775,24,25
792,775,25,25
817,775,25,25
842,775,25,25
867,775,25,25
892,775,24,25
916,775,25,25
941,775,25,25
966,775,25,25
991,775,25,25
1016,775,25,25
1041,775,25,25
1066,775,25,25
1091,775,25,25
1116,775,25,25
1141,775,26,25
1167,775,26,25
1193,775,26,25
1219,775,26,25
0,800,28,25
28,800,26,25
54,800,25,25
79,800,27,25
106,800,25,25
131,800,23,25
154,800,27,25
181,800,26,25
207,800,27,25
234,800,25,25
259,800,25,25
284,800,23,25
307,800,26,25
333,800,26,25
359,800,25,25
384,800,26,25
410,800,25,25
435,800,25,25
460,800,25,25
485,800,25,25
510,800,25,25
535,800,25,25
560,800,27,25
587,800,25,25
612,800,25,25
637,800,25,25
662,800,25,25
687,800,25,25
712,800,27,25
739,800,25,25
764,800,24,25
788,800,25,25
813,800,26,25
839,800,25,25
864,800,27,25
891,800,25,25
916,800,26,25
942,800,23,25
965,800,25,25
990,800,25,25
1015,800,25,25
1040,800,25,25
1065,800,25,25
1090,800,25,25
1115,800,25,25
1140,800,25,25
1165,800,26,25
1191,800,27,25
1218,800,27,25
1245,800,26,25
0,825,25,25
25,825,25,25
50,825,26,25
76,825,26,25
102,825,25,25
127,825,25,25
152,825,25,25
177,825,25,25
202,825,25,25
227,825,25,25
252,825,25,25
277,825,25,25
302,825,25,25
327,825,25,25
352,825,25,25
377,825,25,25
402,825,24,25
426,825,26,25
452,825,25,25
477,825,25,25
502,825,25,25
527,825,25,25
552,825,25,25
577,825,25,25
602,825,25,25
627,825,25,25
652,825,25,25
677,825,24,25
701,825,27,25
728,825,25,25
753,825,25,25
778,825,25,25
803,825,25,25
828,825,24,25
852,825,26,25
878,825,25,25
903,825,26,25
929,825,26,25
955,825,25,25
980,825,24,25
1004,825,26,25
1030,825,24,25
1054,825,27,25
1081,825,25,25
1106,825,24,25
1130,825,25,25
1155,825,25,25
1180,825,25,25
1205,825,24,25
1229,825,26,25
0,850,26,25
26,850,25,25
51,850,25,25
76,850,24,25
100,850,25,25
125,850,26,25
151,850,25,25
176,850,23,25
199,850,25,25
224,850,24,25
248,850,25,25
273,850,25,25
298,850,25,25
323,850,24,25
347,850,25,25
372,850,24,25
396,850,24,25
420,850,28,25
448,850,25,25
473,850,25,25
498,850,25,25
523,850,24,25
547,850,25,25
572,850,24,25
596,850,25,25
621,850,24,25
645,850,27,25
672,850,24,25
696,850,25,25
721,850,25,25
746,850,27,25
773,850,23,25
796,850,27,25
823,850,26,25
849,850,24,25
873,850,26,25
899,850,25,25
924,850,25,25
949,850,25,25
974,850,27,25
1001,850,25,25
1026,850,24,25
1050,850,25,25
1075,850,25,25
1100,850,26,25
1126,850,25,25
1151,850,25,25
1176,850,25,25
1201,850,25,25
1226,850,24,25
0,875,25,25
25,875,25,25
50,875,24,25
74,875,25,25
99,875,25,25
124,875,24,25
148,875,25,25
173,875,25,25
198,875,25,25
223,875,25,25
248,875,25,25
273,875,24,25
297,875,25,25
322,875,25,25
347,875,25,25
372,875,25,25
397,875,25,25
422,875,26,25
448,875,25,25
473,875,24,25
497,875,25,25
522,875,25,25
547,875,25,25
572,875,25,25
597,875,24,25
621,875,25,25
646,875,25,25
671,875,23,25
694,875,24,25
718,875,25,25
743,875,25,25
768,875,24,25
792,875,25,25
817,875,24,25
841,875,25,25
866,875,25,25
891,875,23,25
914,875,25,25
939,875,27,25
966,875,25,25
991,875,25,25
1016,875,24,25
1040,875,23,25
1063,875,24,25
1087,875,25,25
1112,875,25,25
1137,875,25,25
1162,875,27,25
1189,875,25,25
1214,875,25,25
0,900,26,25
26,900,25,25
51,900,25,25
76,900,25,25
101,900,25,25
126,900,24,25
150,900,25,25
175,900,25,25
200,900,25,25
225,900,25,25
250,900,25,25
275,900,25,25
300,900,24,25
324,900,25,25
349,900,25,25
374,900,24,25
398,900,25,25
423,900,25,25
448,900,25,25
473,900,25,25
498,900,26,25
524,900,25,25
549,900,25,25
574,900,24,25
598,900,25,25
623,900,26,25
649,900,24,25
673,900,25,25
698,900,25,25
723,900,23,25
746,900,25,25
771,900,26,25
797,900,24,25
821,900,24,25
845,900,24,25
869,900,25,25
894,900,25,25
919,900,25,25
944,900,26,25
970,900,27,25
997,900,24,25
1021,900,25,25
1046,900,25,25
1071,900,25,25
1096,900,24,25
1120,900,26,25
1146,900,23,25
1169,900,24,25
1193,900,20,25
1213,900,26,25
0,925,24,25
24,925,25,25
49,925,26,25
75,925,22,25
97,925,25,25
122,925,24,25
146,925,25,25
171,925,25,25
196,925,25,25
221,925,25,25
246,925,24,25
270,925,26,25
296,925,24,25
320,925,25,25
345,925,25,25
370,925,25,25
395,925,25,25
420,925,24,25
444,925,25,25
469,925,25,25
494,925,24,25
518,925,26,25
544,925,25,25
569,925,25,25
594,925,25,25
619,925,26,25
645,925,25,25
670,925,25,25
695,925,26,25
721,925,28,25
749,925,24,25
773,925,24,25
797,925,24,25
821,925,25,25
846,925,25,25
871,925,26,25
897,925,25,25
922,925,26,25
948,925,25,25
973,925,25,25
998,925,25,25
1023,925,24,25
1047,925,25,25
1072,925,25,25
1097,925,24,25
1121,925,24,25
1145,925,25,25
1170,925,24,25
1194,925,24,25
1218,925,24,25
0,950,25,25
25,950,25,25
50,950,25,25
75,950,25,25
100,950,25,25
125,950,25,25
150,950,25,25
175,950,25,25
200,950,25,25
225,950,25,25
250,950,25,25
275,950,25,25
300,950,25,25
325,950,25,25
350,950,25,25
375,950,25,25
400,950,25,25
425,950,25,25
450,950,24,25
474,950,25,25
499,950,25,25
524,950,25,25
549,950,25,25
574,950,25,25
599,950,25,25
624,950,24,25
648,950,25,25
673,950,25,25
698,950,23,25
721,950,24,25
745,950,24,25
769,950,24,25
793,950,25,25
818,950,25,25
843,950,25,25
868,950,23,25
891,950,24,25
915,950,27,25
942,950,25,25
967,950,25,25
992,950,24,25
1016,950,26,25
1042,950,25,25
1067,950,27,25
1094,950,25,25
1119,950,25,25
1144,950,25,25
1169,950,25,25
1194,950,25,25
1219,950,25,25
0,975,24,25
24,975,24,25
48,975,25,25
73,975,27,25
100,975,26,25
126,975,26,25
152,975,25,25
177,975,26,25
203,975,26,25
229,975,24,25
253,975,26,25
279,975,25,25
304,975,25,25
329,975,26,25
355,975,24,25
379,975,25,25
404,975,22,25
426,975,24,25
450,975,25,25
475,975,25,25
500,975,25,25
525,975,24,25
549,975,24,25
573,975,24,25
597,975,25,25
622,975,25,25
647,975,24,25
671,975,25,25
696,975,27,25
723,975,25,25
748,975,27,25
775,975,24,25
799,975,24,25
823,975,23,25
846,975,25,25
871,975,28,25
899,975,23,25
922,975,23,25
945,975,25,25
970,975,25,25
995,975,27,25
1022,975,26,25
1048,975,24,25
1072,975,24,25
1096,975,25,25
1121,975,25,25
1146,975,25,25
1171,975,25,25
1196,975,25,25
1221,975,25,25
0,1000,22,25
22,1000,24,25
46,1000,24,25
70,1000,23,25
93,1000,27,25
120,1000,24,25
144,1000,24,25
168,1000,24,25
192,1000,25,25
217,1000,25,25
242,1000,27,25
269,1000,27,25
296,1000,24,25
320,1000,25,25
345,1000,25,25
370,1000,27,25
397,1000,26,25
423,1000,25,25
448,1000,25,25
473,1000,25,25
498,1000,24,25
522,1000,24,25
546,1000,25,25
571,1000,25,25
596,1000,24,25
620,1000,26,25
646,1000,30,25
676,1000,26,25
702,1000,26,25
728,1000,23,25
751,1000,24,25
775,1000,25,25
800,1000,25,25
825,1000,24,25
849,1000,24,25
873,1000,24,25
897,1000,25,25
922,1000,27,25
949,1000,24,25
973,1000,25,25
998,1000,26,25
1024,1000,24,25
1048,1000,25,25
1073,1000,25,25
1098,1000,26,25
1124,1000,28,25
1152,1000,24,25
1176,1000,24,25
1200,1000,24,25
1224,1000,25,25
0,1025,27,25
27,1025,25,25
52,1025,25,25
77,1025,26,25
103,1025,25,25
128,1025,22,25
150,1025,25,25
175,1025,22,25
197,1025,23,25
220,1025,24,25
244,1025,24,25
268,1025,25,25
293,1025,23,25
316,1025,24,25
340,1025,23,25
363,1025,26,25
389,1025,23,25
412,1025,25,25
437,1025,25,25
462,1025,25,25
487,1025,25,25
512,1025,22,25
534,1025,27,25
561,1025,25,25
586,1025,23,25
609,1025,26,25
635,1025,27,25
662,1025,25,25
687,1025,25,25
712,1025,23,25
735,1025,26,25
761,1025,23,25
784,1025,26,25
810,1025,25,25
835,1025,23,25
858,1025,27,25
885,1025,24,25
909,1025,26,25
935,1025,26,25
961,1025,23,25
984,1025,22,25
1006,1025,26,25
1032,1025,24,25
1056,1025,24,25
1080,1025,25,25
1105,1025,26,25
1131,1025,25,25
1156,1025,24,25
1180,1025,26,25
1206,1025,24,25
0,1050,24,25
24,1050,24,25
48,1050,21,25
69,1050,25,25
94,1050,24,25
118,1050,25,25
143,1050,25,25
168,1050,25,25
193,1050,25,25
218,1050,24,25
242,1050,25,25
267,1050,25,25
292,1050,25,25
317,1050,23,25
340,1050,26,25
366,1050,24,25
390,1050,25,25
415,1050,25,25
440,1050,25,25
465,1050,25,25
490,1050,25,25
515,1050,25,25
540,1050,25,25
565,1050,25,25
590,1050,24,25
614,1050,25,25
639,1050,23,25
662,1050,24,25
686,1050,25,25
711,1050,24,25
735,1050,25,25
760,1050,25,25
785,1050,25,25
810,1050,24,25
834,1050,26,25
860,1050,25,25
885,1050,25,25
910,1050,25,25
935,1050,25,25
960,1050,25,25
985,1050,24,25
1009,1050,24,25
1033,1050,22,25
1055,1050,22,25
1077,1050,24,25
1101,1050,25,25
1126,1050,25,25
1151,1050,24,25
1175,1050,26,25
1201,1050,28,25
0,1075,27,25
27,1075,25,25
52,1075,21,25
73,1075,24,25
97,1075,23,25
120,1075,22,25
142,1075,24,25
166,1075,25,25
191,1075,22,25
213,1075,25,25
238,1075,27,25
265,1075,25,25
290,1075,24,25
314,1075,25,25
339,1075,25,25
364,1075,25,25
389,1075,25,25
414,1075,25,25
439,1075,26,25
465,1075,25,25
490,1075,25,25
515,1075,25,25
540,1075,24,25
564,1075,25,25
589,1075,25,25
614,1075,24,25
638,1075,26,25
664,1075,25,25
689,1075,25,25
714,1075,25,25
739,1075,25,25
764,1075,25,25
789,1075,25,25
814,1075,24,25
838,1075,25,25
863,1075,25,25
888,1075,25,25
913,1075,25,25
938,1075,25,25
963,1075,25,25
988,1075,25,25
1013,1075,25,25
1038,1075,25,25
1063,1075,25,25
1088,1075,24,25
1112,1075,25,25
1137,1075,25,25
1162,1075,25,25
1187,1075,25,25
1212,1075,25,25
0,1100,25,25
25,1100,24,25
49,1100,25,25
74,1100,25,25
99,1100,25,25
124,1100,25,25
149,1100,25,25
174,1100,25,25
199,1100,23,25
222,1100,26,25
248,1100,25,25
273,1100,25,25
298,1100,25,25
323,1100,25,25
348,1100,25,25
373,1100,25,25
398,1100,25,25
423,1100,25,25
448,1100,25,25
473,1100,25,25
498,1100,25,25
523,1100,25,25
548,1100,25,25
573,1100,25,25
598,1100,25,25
623,1100,25,25
648,1100,24,25
672,1100,25,25
697,1100,25,25
722,1100,25,25
747,1100,25,25
772,1100,25,25
797,1100,24,25
821,1100,25,25
846,1100,24,25
870,1100,25,25
895,1100,25,25
920,1100,24,25
944,1100,23,25
967,1100,24,25
991,1100,25,25
1016,1100,25,25
1041,1100,22,25
1063,1100,27,25
1090,1100,25,25
1115,1100,24,25
1139,1100,25,25
1164,1100,24,25
1188,1100,25,25
1213,1100,25,25
0,1125,25,25
25,1125,25,25
50,1125,25,25
75,1125,25,25
100,1125,25,25
125,1125,25,25
150,1125,25,25
175,1125,24,25
199,1125,24,25
223,1125,24,25
247,1125,25,25
272,1125,25,25
297,1125,25,25
322,1125,25,25
347,1125,25,25
372,1125,25,25
397,1125,25,25
422,1125,25,25
447,1125,25,25
472,1125,26,25
498,1125,24,25
522,1125,25,25
547,1125,25,25
572,1125,25,25
597,1125,25,25
622,1125,26,25
648,1125,25,25
673,1125,25,25
698,1125,25,25
723,1125,25,25
748,1125,25,25
773,1125,25,25
798,1125,25,25
823,1125,25,25
848,1125,24,25
872,1125,25,25
897,1125,25,25
922,1125,26,25
948,1125,27,25
975,1125,24,25
999,1125,24,25
1023,1125,25,25
1048,1125,25,25
1073,1125,24,25
1097,1125,24,25
1121,1125,24,25
1145,1125,25,25
1170,1125,26,25
1196,1125,24,25
1220,1125,24,25
0,1150,25,25
25,1150,25,25
50,1150,25,25
75,1150,25,25
100,1150,26,25
126,1150,25,25
151,1150,23,25
174,1150,23,25
197,1150,25,25
222,1150,28,25
250,1150,25,25
275,1150,26,25
301,1150,25,25
326,1150,26,25
352,1150,25,25
377,1150,24,25
401,1150,25,25
426,1150,26,25
452,1150,24,25
476,1150,26,25
502,1150,24,25
526,1150,23,25
549,1150,22,25
571,1150,25,25
596,1150,26,25
622,1150,24,25
646,1150,25,25
671,1150,26,25
697,1150,26,25
723,1150,24,25
747,1150,26,25
773,1150,24,25
797,1150,25,25
822,1150,26,25
848,1150,25,25
873,1150,26,25
899,1150,28,25
927,1150,28,25
955,1150,23,25
978,1150,26,25
1004,1150,24,25
1028,1150,23,25
1051,1150,25,25
1076,1150,25,25
1101,1150,25,25
1126,1150,23,25
1149,1150,26,25
1175,1150,25,25
1200,1150,27,25
1227,1150,26,25
0,1175,27,25
27,1175,25,25
52,1175,26,25
78,1175,25,25
103,1175,25,25
128,1175,23,25
151,1175,25,25
176,1175,26,25
202,1175,24,25
226,1175,28,25
254,1175,25,25
279,1175,25,25
304,1175,26,25
330,1175,25,25
355,1175,27,25
382,1175,24,25
406,1175,26,25
432,1175,24,25
456,1175,26,25
482,1175,27,25
509,1175,26,25
535,1175,27,25
562,1175,26,25
588,1175,25,25
613,1175,26,25
639,1175,26,25
665,1175,29,25
694,1175,23,25
717,1175,23,25
740,1175,25,25
765,1175,26,25
791,1175,27,25
818,1175,25,25
843,1175,26,25
869,1175,25,25
894,1175,25,25
919,1175,24,25
943,1175,24,25
967,1175,26,25
993,1175,26,25
1019,1175,27,25
1046,1175,25,25
1071,1175,24,25
1095,1175,25,25
1120,1175,24,25
1144,1175,25,25
1169,1175,24,25
1193,1175,25,25
1218,1175,25,25
1243,1175,25,25
0,1200,25,25
25,1200,25,25
50,1200,25,25
75,1200,25,25
100,1200,24,25
124,1200,25,25
149,1200,24,25
173,1200,25,25
198,1200,25,25
223,1200,25,25
248,1200,25,25
273,1200,25,25
298,1200,25,25
323,1200,25,25
348,1200,25,25
373,1200,25,25
398,1200,25,25
423,1200,25,25
448,1200,24,25
472,1200,25,25
497,1200,25,25
522,1200,25,25
547,1200,25,25
572,1200,25,25
597,1200,25,25
622,1200,25,25
647,1200,25,25
672,1200,25,25
697,1200,25,25
722,1200,25,25
747,1200,26,25
773,1200,25,25
798,1200,24,25
822,1200,25,25
847,1200,25,25
872,1200,25,25
897,1200,25,25
922,1200,25,25
947,1200,25,25
972,1200,25,25
997,1200,25,25
1022,1200,24,25
1046,1200,25,25
1071,1200,25,25
1096,1200,25,25
1121,1200,26,25
1147,1200,26,25
1173,1200,26,25
1199,1200,24,25
1223,1200,25,25
0,1225,25,25
25,1225,25,25
50,1225,25,25
75,1225,25,25
100,1225,25,25
125,1225,25,25
150,1225,25,25
175,1225,25,25
200,1225,25,25
225,1225,24,25
249,1225,24,25
273,1225,25,25
298,1225,25,25
323,1225,25,25
348,1225,25,25
373,1225,25,25
398,1225,25,25
423,1225,25,25
448,1225,24,25
472,1225,25,25
497,1225,25,25
522,1225,25,25
547,1225,24,25
571,1225,25,25
596,1225,25,25
621,1225,26,25
647,1225,26,25
673,1225,25,25
698,1225,25,25
723,1225,25,25
748,1225,25,25
773,1225,25,25
798,1225,25,25
823,1225,25,25
848,1225,26,25
874,1225,26,25
900,1225,25,25
925,1225,25,25
950,1225,24,25
974,1225,25,25
999,1225,25,25
1024,1225,24,25
1048,1225,25,25
1073,1225,24,25
1097,1225,24,25
1121,1225,25,25
1146,1225,25,25
1171,1225,25,25
1196,1225,25,25
1221,1225,25,25
0,1250,24,25
24,1250,25,25
49,1250,25,25
74,1250,25,25
99,1250,24,25
123,1250,24,25
147,1250,24,25
171,1250,24,25
195,1250,25,25
220,1250,25,25
245,1250,25,25
270,1250,25,25
295,1250,25,25
320,1250,25,25
345,1250,25,25
370,1250,24,25
394,1250,25,25
419,1250,25,25
444,1250,25,25
469,1250,25,25
494,1250,25,25
519,1250,25,25
544,1250,25,25
569,1250,25,25
594,1250,25,25
619,1250,26,25
645,1250,25,25
670,1250,26,25
696,1250,25,25
721,1250,23,25
744,1250,25,25
769,1250,21,25
790,1250,24,25
814,1250,28,25
842,1250,22,25
864,1250,25,25
889,1250,23,25
912,1250,24,25
936,1250,25,25
961,1250,24,25
985,1250,23,25
1008,1250,23,25
1031,1250,26,25
1057,1250,25,25
1082,1250,24,25
1106,1250,23,25
1129,1250,23,25
1152,1250,24,25
1176,1250,25,25
1201,1250,26,25
0,1275,23,25
23,1275,25,25
48,1275,25,25
73,1275,25,25
98,1275,25,25
123,1275,25,25
148,1275,25,25
173,1275,25,25
198,1275,25,25
223,1275,25,25
248,1275,25,25
273,1275,25,25
298,1275,25,25
323,1275,25,25
348,1275,25,25
373,1275,25,25
398,1275,25,25
423,1275,25,25
448,1275,25,25
473,1275,25,25
498,1275,25,25
523,1275,25,25
548,1275,25,25
573,1275,25,25
598,1275,25,25
623,1275,23,25
646,1275,24,25
670,1275,25,25
695,1275,25,25
720,1275,25,25
745,1275,24,25
769,1275,24,25
793,1275,25,25
818,1275,25,25
843,1275,24,25
867,1275,25,25
892,1275,25,25
917,1275,25,25
942,1275,25,25
967,1275,25,25
992,1275,24,25
1016,1275,25,25
1041,1275,24,25
1065,1275,25,25
1090,1275,26,25
1116,1275,27,25
1143,1275,24,25
1167,1275,25,25
1192,1275,27,25
1219,1275,24,25
0,1300,25,25
25,1300,27,25
52,1300,24,25
76,1300,25,25
101,1300,27,25
128,1300,24,25
152,1300,24,25
176,1300,27,25
203,1300,24,25
227,1300,25,25
252,1300,25,25
277,1300,25,25
302,1300,25,25
327,1300,25,25
352,1300,25,25
377,1300,25,25
402,1300,25,25
427,1300,25,25
452,1300,25,25
477,1300,25,25
502,1300,24,25
526,1300,25,25
551,1300,28,25
579,1300,25,25
604,1300,25,25
629,1300,25,25
654,1300,25,25
679,1300,25,25
704,1300,27,25
731,1300,24,25
755,1300,24,25
779,1300,25,25
804,1300,25,25
829,1300,26,25
855,1300,25,25
880,1300,24,25
904,1300,25,25
929,1300,25,25
954,1300,25,25
979,1300,25,25
1004,1300,25,25
1029,1300,25,25
1054,1300,26,25
1080,1300,24,25
1104,1300,26,25
1130,1300,25,25
1155,1300,25,25
1180,1300,25,25
1205,1300,25,25
1230,1300,25,25
0,1325,25,25
25,1325,25,25
50,1325,25,25
75,1325,24,25
99,1325,25,25
124,1325,24,25
148,1325,26,25
174,1325,26,25
200,1325,26,25
226,1325,24,25
250,1325,26,25
276,1325,24,25
300,1325,25,25
325,1325,25,25
350,1325,24,25
374,1325,24,25
398,1325,25,25
423,1325,24,25
447,1325,25,25
472,1325,25,25
497,1325,25,25
522,1325,25,25
547,1325,26,25
573,1325,26,25
599,1325,25,25
624,1325,24,25
648,1325,22,25
670,1325,26,25
696,1325,27,25
723,1325,26,25
749,1325,26,25
775,1325,24,25
799,1325,26,25
825,1325,25,25
850,1325,24,25
874,1325,25,25
899,1325,24,25
923,1325,25,25
948,1325,25,25
973,1325,24,25
997,1325,25,25
1022,1325,25,25
1047,1325,25,25
1072,1325,25,25
1097,1325,24,25
1121,1325,25,25
1146,1325,25,25
1171,1325,25,25
1196,1325,25,25
1221,1325,25,25
0,1350,26,25
26,1350,25,25
51,1350,25,25
76,1350,24,25
100,1350,25,25
125,1350,25,25
150,1350,25,25
175,1350,25,25
200,1350,24,25
224,1350,25,25
249,1350,25,25
274,1350,25,25
299,1350,24,25
323,1350,25,25
348,1350,25,25
373,1350,24,25
397,1350,24,25
421,1350,25,25
446,1350,25,25
471,1350,25,25
496,1350,25,25
521,1350,25,25
546,1350,25,25
571,1350,25,25
596,1350,25,25
621,1350,26,25
647,1350,26,25
673,1350,25,25
698,1350,23,25
721,1350,26,25
747,1350,26,25
773,1350,24,25
797,1350,26,25
823,1350,25,25
848,1350,27,25
875,1350,24,25
899,1350,24,25
923,1350,25,25
948,1350,24,25
972,1350,24,25
996,1350,26,25
1022,1350,24,25
1046,1350,25,25
1071,1350,25,25
1096,1350,23,25
1119,1350,25,25
1144,1350,25,25
1169,1350,26,25
1195,1350,26,25
1221,1350,26,25
0,1375,26,25
26,1375,25,25
51,1375,24,25
75,1375,25,25
100,1375,23,25
123,1375,25,25
148,1375,25,25
173,1375,25,25
198,1375,25,25
223,1375,25,25
248,1375,25,25
273,1375,25,25
298,1375,25,25
323,1375,25,25
348,1375,25,25
373,1375,25,25
398,1375,25,25
423,1375,25,25
448,1375,24,25
472,1375,24,25
496,1375,25,25
521,1375,25,25
546,1375,25,25
571,1375,25,25
596,1375,25,25
621,1375,25,25
646,1375,25,25
671,1375,25,25
696,1375,25,25
721,1375,25,25
746,1375,25,25
771,1375,25,25
796,1375,24,25
820,1375,25,25
845,1375,25,25
870,1375,25,25
895,1375,24,25
919,1375,25,25
944,1375,25,25
969,1375,24,25
993,1375,25,25
1018,1375,25,25
1043,1375,25,25
1068,1375,25,25
1093,1375,25,25
1118,1375,25,25
1143,1375,24,25
1167,1375,25,25
1192,1375,24,25
1216,1375,25,25
0,1400,27,25
27,1400,26,25
53,1400,25,25
78,1400,24,25
102,1400,24,25
126,1400,25,25
151,1400,25,25
176,1400,25,25
201,1400,25,25
226,1400,25,25
251,1400,25,25
276,1400,25,25
301,1400,25,25
326,1400,25,25
351,1400,25,25
376,1400,25,25
401,1400,25,25
426,1400,25,25
451,1400,24,25
475,1400,25,25
500,1400,24,25
524,1400,25,25
549,1400,25,25
574,1400,25,25
599,1400,24,25
623,1400,25,25
648,1400,25,25
673,1400,25,25
698,1400,25,25
723,1400,25,25
748,1400,25,25
773,1400,25,25
798,1400,25,25
823,1400,25,25
848,1400,25,25
873,1400,25,25
898,1400,25,25
923,1400,25,25
948,1400,26,25
974,1400,25,25
999,1400,25,25
1024,1400,25,25
1049,1400,25,25
1074,1400,25,25
1099,1400,25,25
1124,1400,25,25
1149,1400,25,25
1174,1400,25,25
1199,1400,25,25
1224,1400,25,25
0,1425,25,25
25,1425,25,25
50,1425,25,25
75,1425,25,25
100,1425,25,25
125,1425,25,25
150,1425,25,25
175,1425,25,25
200,1425,25,25
225,1425,25,25
250,1425,25,25
275,1425,25,25
300,1425,25,25
325,1425,25,25
350,1425,25,25
375,1425,24,25
399,1425,25,25
424,1425,25,25
449,1425,25,25
474,1425,25,25
499,1425,25,25
524,1425,25,25
549,1425,25,25
574,1425,25,25
599,1425,25,25
624,1425,25,25
649,1425,25,25
674,1425,25,25
699,1425,25,25
724,1425,25,25
749,1425,25,25
774,1425,25,25
799,1425,25,25
824,1425,25,25
849,1425,25,25
874,1425,25,25
899,1425,25,25
924,1425,25,25
949,1425,25,25
974,1425,24,25
998,1425,25,25
1023,1425,25,25
1048,1425,25,25
1073,1425,25,25
1098,1425,25,25
1123,1425,25,25
1148,1425,25,25
1173,1425,25,25
1198,1425,25,25
1223,1425,25,25
0,1450,25,25
25,1450,25,25
50,1450,25,25
75,1450,25,25
100,1450,25,25
125,1450,25,25
150,1450,25,25
175,1450,25,25
200,1450,25,25
225,1450,24,25
249,1450,26,25
275,1450,25,25
300,1450,24,25
324,1450,27,25
351,1450,25,25
376,1450,25,25
401,1450,25,25
426,1450,25,25
451,1450,25,25
476,1450,25,25
501,1450,25,25
526,1450,25,25
551,1450,24,25
575,1450,25,25
600,1450,25,25
625,1450,25,25
650,1450,25,25
675,1450,25,25
700,1450,25,25
725,1450,25,25
750,1450,25,25
775,1450,25,25
800,1450,25,25
825,1450,25,25
850,1450,25,25
875,1450,25,25
900,1450,25,25
925,1450,25,25
950,1450,25,25
975,1450,25,25
1000,1450,25,25
1025,1450,25,25
1050,1450,25,25
1075,1450,25,25
1100,1450,25,25
1125,1450,25,25
1150,1450,25,25
1175,1450,25,25
1200,1450,25,25
1225,1450,25,25
0,1475,25,25
25,1475,26,25
51,1475,25,25
76,1475,25,25
101,1475,25,25
126,1475,25,25
151,1475,25,25
176,1475,25,25
201,1475,25,25
226,1475,25,25
251,1475,25,25
276,1475,25,25
301,1475,25,25
326,1475,25,25
351,1475,25,25
376,1475,25,25
401,1475,25,25
426,1475,25,25
451,1475,25,25
476,1475,25,25
501,1475,25,25
526,1475,25,25
551,1475,25,25
576,1475,25,25
601,1475,25,25
626,1475,25,25
651,1475,25,25
676,1475,25,25
701,1475,25,25
726,1475,25,25
751,1475,25,25
776,1475,25,25
801,1475,25,25
826,1475,25,25
851,1475,25,25
876,1475,26,25
902,1475,25,25
927,1475,25,25
952,1475,24,25
976,1475,24,25
1000,1475,24,25
1024,1475,25,25
1049,1475,24,25
1073,1475,25,25
1098,1475,25,25
1123,1475,25,25
1148,1475,25,25
1173,1475,25,25
1198,1475,25,25
1223,1475,25,25
0,1500,25,25
25,1500,25,25
50,1500,25,25
75,1500,25,25
100,1500,25,25
125,1500,25,25
150,1500,26,25
176,1500,25,25
201,1500,25,25
226,1500,24,25
250,1500,24,25
274,1500,25,25
299,1500,25,25
324,1500,25,25
349,1500,25,25
374,1500,24,25
398,1500,26,25
424,1500,25,25
449,1500,25,25
474,1500,25,25
499,1500,25,25
524,1500,25,25
549,1500,25,25
