id,title,date_earliest,date_latest,duration,production_period_name,production_country,production_region,production_minting_place,nominal,currency
18225618,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225619,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225620,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225621,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225622,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225623,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225624,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225625,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225626,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225627,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225628,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225629,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225630,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225631,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225632,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225633,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225634,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225635,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225636,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225637,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225638,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),8 Gute Groschen (1/3 Taler), Gute Groschen (Taler)
18225639,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225640,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225641,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225642,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225643,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225644,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225645,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225647,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225648,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225650,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/3 Taler (8 Groschen), Taler (Groschen)
18225651,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225652,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225654,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225655,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225656,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225658,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225660,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225662,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225663,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225666,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225667,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225669,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225670,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225671,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225672,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225673,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225675,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225676,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225677,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/3 Taler (8 Groschen), Taler (Groschen)
18225680,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/4 Taler, Taler
18225682,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/4 Taler, Taler
18225684,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/4 Taler, Taler
18225685,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Sachsen-Anhalt,Magdeburg,1/4 Taler, Taler
18225687,Kydonia,-330,-280,50,Hellenismus,Griechenland,Kreta,Kydonia,Stater,Stater
18225689,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Sachsen-Anhalt,Magdeburg,1/4 Taler, Taler
18225690,Kydonia,-330,-280,50,Hellenismus,Griechenland,Kreta,Kydonia,Stater,Stater
18225692,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Sachsen-Anhalt,Magdeburg,1/4 Taler, Taler
18225693,Kydonia,-330,-280,50,Hellenismus,Griechenland,Kreta,Kydonia,Stater,Stater
18225695,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225696,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225697,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225698,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225705,Constantius I.,250,306,56,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225714,Stiela,-410,-390,20,Klassik,Italien,Sizilien,Stiela,1/2 Drachme (Hemidrachme), Drachme (Hemidrachme)
18225717,Kyme,-250,-190,60,Hellenismus,Türkei,Aeolis,Kyme,Stater,Stater
18225718,Stiela,-410,-390,20,Klassik,Italien,Sizilien,Stiela,1/2 Drachme (Hemidrachme), Drachme (Hemidrachme)
18225731,Zankle (Messana),-494,-487,7,Klassik,Italien,Sizilien,Messana-Messina,Diobol,Diobol
18225737,Zankle (Messana),-494,-487,7,Klassik,Italien,Sizilien,Messana-Messina,Diobol,Diobol
18225745,Constantinus I.,310,337,27,Römische Spätantike,Deutschland,Gallia,Trier,Solidus,Solidus
18225746,Diocletianus,245,313,68,Römische Spätantike,Bulgarien,Dakien,Serdica,Argenteus,Argenteus
18225747,Diocletianus,245,313,68,Römische Spätantike,Tunesien,Africa,Karthago,Argenteus,Argenteus
18225751,"Henke, Johannes: Dr. Monika Bachmayer",1924,2008,84,Moderne seit 1900,Deutschland,Brandenburg,Berlin,,
18225754,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Aquileia,Argenteus,Argenteus
18225758,Diocletianus,245,313,68,Römische Spätantike,Griechenland,Makedonien,Thessaloniki,Argenteus,Argenteus
18225765,"Forster, Joachim (?): Sixtus und Felicitas Forster",1521,1579,58,Renaissance,Deutschland,,,,
18225766,Olbia,-450,-380,70,Klassik,Ukraine,Sarmatien,Olbia,Semis,Semis
18225767,Diocletianus,245,313,68,Römische Spätantike,Griechenland,Makedonien,Thessaloniki,Argenteus,Argenteus
18225768,Diocletianus,245,313,68,Römische Spätantike,Kroatien,Pannonien,Siscia (Sisak),Argenteus,Argenteus
18225769,Römische Republik,-211,-211,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18225770,Diocletianus,245,313,68,Römische Spätantike,Türkei,Oriens,Antiochia (Antakya),Argenteus,Argenteus
18225771,Römische Republik,-211,-211,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18225772,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Argenteus,Argenteus
18225773,Römische Republik,-211,-211,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18225774,Römische Republik,-211,-211,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18225775,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Argenteus,Argenteus
18225776,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225777,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Nikomedia (Izmit),Aureus,Aureus
18225778,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225779,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225784,Athen,-550,-520,30,Archaik,Griechenland,Attika,Athen,Didrachme,Didrachme
18225797,Athen,-550,-520,30,Archaik,Griechenland,Attika,Athen,Didrachme,Didrachme
18225804,Athen,-550,-520,30,Archaik,Griechenland,Attika,Athen,Didrachme,Didrachme
18225810,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Aquileia,Aureus,Aureus
18225811,Diocletianus,245,313,68,Römische Spätantike,Deutschland,Gallia,Trier,Aureus,Aureus
18225812,Diocletianus,245,313,68,Römische Spätantike,Deutschland,Gallia,Trier,Aureus,Aureus
18225813,Diocletianus,245,313,68,Römische Spätantike,Türkei,Oriens,Antiochia (Antakya),Aureus,Aureus
18225814,Diocletianus,245,313,68,Römische Spätantike,Türkei,Oriens,Antiochia (Antakya),Aureus,Aureus
18225816,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225819,Diocletianus,245,313,68,Römische Spätantike,Türkei,Oriens,Antiochia (Antakya),Aureus,Aureus
18225820,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Quinar (Gold),Quinar (Gold)
18225821,Diocletianus,245,313,68,Römische Spätantike,Türkei,Oriens,Antiochia (Antakya),Aureus,Aureus
18225822,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225823,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225824,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225825,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225827,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225829,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225830,Diocletianus,245,313,68,Römische Spätantike,Türkei,Pontos,Kyzikos,Aureus,Aureus
18225831,Diocletianus,245,313,68,Römische Spätantike,Kroatien,Pannonien,Siscia (Sisak),Quinar (Gold),Quinar (Gold)
18225832,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225833,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225834,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225835,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225836,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225838,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225840,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225842,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225844,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225845,Diocletianus,245,313,68,Römische Spätantike,Italien,Italia,Rom,Aureus,Aureus
18225847,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225848,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225850,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225851,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225853,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225854,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225855,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225856,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225857,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225887,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225888,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225889,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225890,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,1/6 Taler, Taler
18225891,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225892,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225893,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225894,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225895,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225896,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225897,Preußen: Friedrich II.,1712,1786,74,Spätmittelalter,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225898,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225899,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225900,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225901,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225902,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225903,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225904,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18225905,Pergamon,-20,4,24,Römische Kaiserzeit,Türkei,Mysien,Pergamon,,
18225906,Pergamon,-20,4,24,Römische Kaiserzeit,Türkei,Mysien,Pergamon,,
18225907,Rhegion,-415,-405,10,Klassik,Italien,Bruttium,Rhegion,Uncia,Uncia
18225908,Rhegion,-415,-405,10,Klassik,Italien,Bruttium,Rhegion,Uncia,Uncia
18225909,Francesco Merati,1550,1580,30,Renaissance,Italien,,,,
18225912,Kardinal Giovanni Moroni,1559,1559,0,Renaissance,Italien,,,,
18225913,Christoph Mülich,1493,1560,67,Renaissance,Italien,,,,
18225915,Hippolyto Quintio,1500,1550,50,Renaissance,Italien,,,,
18225916,Monogrammist VVP: Francesco Taverna,1488,1560,72,Renaissance,Italien,,,,
18225917,Monogrammist VVP: Clara Taverna,1559,1559,0,Renaissance,Italien,,,,
18225918,Thurioi,-415,-410,5,Klassik,Italien,Lukanien,Thurioi,,
18225922,Ottavio Pallavicini,1540,1560,20,Renaissance,Italien,,,,
18225925,Carlo Borromeo,1538,1584,46,Renaissance,Italien,,,,
18225926,Francesco Guicciardini,1482,1540,58,Renaissance,Italien,,,,
18225930,Monogrammist An. Go.: Teodora Cosmica,1568,1568,0,Renaissance,Italien,,,,
18225933,"Galeotti, Pier Paolo: Noel Carpentier",1520,1584,64,Renaissance,Italien,,,,
18225936,Diego Spinosa,1498,1570,72,Renaissance,Italien,,,,
18225937,"Melone, Giovanni Vincenzo: Antoine Perrenot von Granvella",1517,1586,69,Renaissance,Italien,,,,
18225941,Benedetto Lomellini,1517,1579,62,Renaissance,Italien,,,,
18225944,Lodovico de Torres,1495,1553,58,Renaissance,Italien,,,,
18225945,"Pastorini, Pastorino de (?): Maria Cardona",1508,1592,84,Renaissance,Italien,,,,
18225946,Poseidonia,-420,-390,30,Klassik,Italien,Lukanien,Poseidonia-Paestum,,
18225947,Laura Gonzaga,1530,1549,19,Renaissance,Italien,,,,
18225949,Prospero Visconti,1548,1592,44,Renaissance,Italien,,,,
18225951,"Galeotti, Pier Paolo: Octavio Farnese und Margarete von Österreich",1520,1584,64,Renaissance,Italien,,,,
18225954,Christine von Dänemark,1533,1533,0,Renaissance,Italien,,,,
18225956,Anton Maria Bracello und Isabella Negrona,1550,1550,0,Renaissance,Italien,,,,
18225962,"Fitzenreiter, Wilfried: Balance! Dialog III § 23",1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Schöneiche bei Berlin,,
18225965,"Fitzenreiter, Wilfried: Hermann Grote",1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Schöneiche bei Berlin,,
18225967,"Fitzenreiter, Wilfried: XII. INK",1932,2008,76,Moderne seit 1900,Deutschland,,Pforzheim,,
18225977,Bundesrepublik Deutschland: 2010 20 Jahre Deutsche Einheit,1944,2010,66,Moderne seit 1900,Deutschland,Brandenburg,Berlin,10 Euro, Euro
18225978,Bundesrepublik Deutschland: 2010 20 Jahre Deutsche Einheit,1944,2010,66,Moderne seit 1900,Deutschland,Brandenburg,Berlin,10 Euro, Euro
18225984,"Fitzenreiter, Wilfried: XII. INK",1932,2008,76,Moderne seit 1900,Deutschland,,Pforzheim,,
18225986,"Fitzenreiter, Wilfried: XII. INK",1932,2008,76,Moderne seit 1900,Deutschland,,Pforzheim,,
18225988,"Fitzenreiter, Wilfried: XII. INK",1932,2008,76,Moderne seit 1900,Deutschland,,Pforzheim,,
18225989,"Fitzenreiter, Wilfried: XII. INK",1932,2008,76,Moderne seit 1900,Deutschland,,Pforzheim,,
18225990,"Fitzenreiter, Wilfried: XII. INK",1932,2008,76,Moderne seit 1900,Deutschland,,Pforzheim,,
18225991,"Fitzenreiter, Wilfried: XII. INK (Probe)",1932,2008,76,Moderne seit 1900,Deutschland,,Pforzheim,,
18225996,Akragas,-425,-406,19,Klassik,Italien,Sizilien,Akragas,Tetras,Tetras
18225997,Akragas,-425,-406,19,Klassik,Italien,Sizilien,Akragas,1/2 Litra (Hemilitra), Litra (Hemilitra)
18226000,Akragas,-406,-406,0,Klassik,Italien,Sizilien,Akragas,1/2 Litra (Hemilitra), Litra (Hemilitra)
18226003,Kamarina,-410,-405,5,Klassik,Italien,Sizilien,Kamarina,Tetras,Tetras
18226004,Kamarina,-410,-405,5,Klassik,Italien,Sizilien,Kamarina,Tetras,Tetras
18226008,Katane,-405,-402,3,Klassik,Italien,Sizilien,Katane,Tetras,Tetras
18226010,"Kullrich, Wilhelm: August Borsig",1821,1887,66,Klassizismus,Deutschland,Brandenburg,Berlin,,
18226011,"Kullrich, Wilhelm: August Borsig",1821,1887,66,Klassizismus,Deutschland,Brandenburg,Berlin,,
18226012,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18226013,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18226022,"Fitzenreiter, Wilfried: 65. Geburtstag Werner Kriseleit",1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Schöneiche bei Berlin,,
18226041,"Fitzenreiter, Wilfried: Ateliermiete (Damoklesschwert)",1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Schöneiche bei Berlin,,
18226047,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Friesland,Aurich,1/12 Taler, Taler
18226048,"Fitzenreiter, Wilfried: Henri James Simon (Entwurf)",1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Schöneiche bei Berlin,,
18226051,"Fitzenreiter, Wilfried: James Simon (Entwurf)",1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Schöneiche bei Berlin,,
18226061,"Fitzenreiter, Wilfried: Selbstbildnis",1932,2008,76,Moderne seit 1900,Deutschland,Brandenburg,Berlin,,
18226062,"Jähnig, Andreas A.: Balance",1951,1994,43,Moderne seit 1900,Deutschland,,,,
18226063,Preußen: Friedrich II.,1712,1786,74,Rokoko,Polen,Schlesien,Breslau (Wrocław),1/6 Taler, Taler
18226064,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Nordrhein-Westfalen,Kleve,1/6 Taler, Taler
18226065,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Nordrhein-Westfalen,Kleve,1/6 Taler, Taler
18226066,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226067,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226068,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226069,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226070,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226071,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226072,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226073,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226074,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226075,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226076,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226077,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226078,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226079,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226080,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
18226081,Preußen: Friedrich II.,1712,1786,74,Rokoko,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1/6 Taler, Taler
