id,title,date_earliest,date_latest,production_country,production_region,production_minting_place,x,y,width,height
20146,Priene,-150,-125,Türkei,Ionien,Priene,1238,1240,32,31
20147,Priene,-150,-125,Türkei,Ionien,Priene,1270,1240,30,31
20148,Priene,-150,-125,Türkei,Ionien,Priene,1300,1240,31,31
20149,Priene,-150,-125,Türkei,Ionien,Priene,1331,1240,31,31
20151,Priene,-150,-125,Türkei,Ionien,Priene,1362,1240,32,31
20152,Priene,-150,-125,Türkei,Ionien,Priene,1394,1240,34,31
20153,Priene,-150,-125,Türkei,Ionien,Priene,1428,1240,30,31
20155,Priene,-150,-125,Türkei,Ionien,Priene,1458,1240,30,31
20157,Priene,-150,-125,Türkei,Ionien,Priene,1488,1240,30,31
20159,Priene,-150,-125,Türkei,Ionien,Priene,1518,1240,31,31
20160,Priene,-150,-125,Türkei,Ionien,Priene,0,1271,33,31
20161,Priene,-150,-125,Türkei,Ionien,Priene,33,1271,31,31
20162,Priene,-150,-125,Türkei,Ionien,Priene,64,1271,31,31
20163,Priene,-150,-125,Türkei,Ionien,Priene,95,1271,32,31
20164,Priene,-150,-125,Türkei,Ionien,Priene,127,1271,31,31
20165,Priene,-150,-125,Türkei,Ionien,Priene,158,1271,28,31
20166,Priene,-150,-125,Türkei,Ionien,Priene,186,1271,31,31
20167,Priene,-150,-125,Türkei,Ionien,Priene,217,1271,28,31
20168,Priene,-150,-125,Türkei,Ionien,Priene,245,1271,29,31
20169,Priene,-150,-125,Türkei,Ionien,Priene,274,1271,30,31
20170,Priene,-150,-125,Türkei,Ionien,Priene,304,1271,30,31
20171,Priene,-150,-125,Türkei,Ionien,Priene,334,1271,31,31
20172,Priene,-150,-125,Türkei,Ionien,Priene,365,1271,29,31
20173,Priene,-150,-125,Türkei,Ionien,Priene,394,1271,30,31
20174,Priene,-150,-125,Türkei,Ionien,Priene,424,1271,29,31
20175,Priene,-150,-125,Türkei,Ionien,Priene,453,1271,32,31
20176,Priene,-150,-125,Türkei,Ionien,Priene,485,1271,29,31
20178,Priene,-150,-125,Türkei,Ionien,Priene,514,1271,31,31
20179,Priene,-150,-125,Türkei,Ionien,Priene,545,1271,31,31
20180,Priene,-150,-125,Türkei,Ionien,Priene,576,1271,31,31
20184,Populonia,-211,-211,Italien,Etrurien,Populonia,607,1271,31,31
20187,Populonia,-211,-211,Italien,Etrurien,Populonia,638,1271,28,31
20188,Populonia,-211,-211,Italien,Etrurien,Populonia,666,1271,33,31
20189,Priene,-150,-125,Türkei,Ionien,Priene,699,1271,31,31
20190,Priene,-150,-125,Türkei,Ionien,Priene,730,1271,29,31
20192,Priene,-150,-125,Türkei,Ionien,Priene,759,1271,32,31
20193,Priene,-150,-125,Türkei,Ionien,Priene,791,1271,33,31
20194,Priene,-150,-125,Türkei,Ionien,Priene,824,1271,31,31
20195,Priene,-150,-125,Türkei,Ionien,Priene,855,1271,31,31
20196,Priene,-150,-125,Türkei,Ionien,Priene,886,1271,29,31
20197,Priene,-150,-125,Türkei,Ionien,Priene,915,1271,32,31
20198,Priene,-150,-125,Türkei,Ionien,Priene,947,1271,29,31
20199,Priene,-150,-125,Türkei,Ionien,Priene,976,1271,32,31
20200,Priene,-150,-125,Türkei,Ionien,Priene,1008,1271,31,31
20201,Priene,-150,-125,Türkei,Ionien,Priene,1039,1271,29,31
20202,Priene,-150,-125,Türkei,Ionien,Priene,1068,1271,33,31
20203,Priene,-150,-125,Türkei,Ionien,Priene,1101,1271,30,31
20204,Priene,-150,-125,Türkei,Ionien,Priene,1131,1271,32,31
20205,Priene,-150,-125,Türkei,Ionien,Priene,1163,1271,32,31
20206,Priene,-150,-125,Türkei,Ionien,Priene,1195,1271,29,31
20207,Priene,-150,-125,Türkei,Ionien,Priene,1224,1271,28,31
20208,Priene,-150,-125,Türkei,Ionien,Priene,1252,1271,32,31
20209,Priene,-150,-125,Türkei,Ionien,Priene,1284,1271,30,31
20210,Priene,-150,-125,Türkei,Ionien,Priene,1314,1271,30,31
20211,Priene,-150,-125,Türkei,Ionien,Priene,1344,1271,31,31
20212,Priene,-150,-125,Türkei,Ionien,Priene,1375,1271,32,31
20213,Priene,-150,-125,Türkei,Ionien,Priene,1407,1271,31,31
20214,Priene,-150,-125,Türkei,Ionien,Priene,1438,1271,30,31
20215,Priene,-150,-125,Türkei,Ionien,Priene,1468,1271,32,31
20216,Priene,-150,-125,Türkei,Ionien,Priene,1500,1271,30,31
20217,Priene,-150,-125,Türkei,Ionien,Priene,0,1302,30,31
20218,Priene,-150,-125,Türkei,Ionien,Priene,30,1302,30,31
20219,Priene,-150,-125,Türkei,Ionien,Priene,60,1302,27,31
20220,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,87,1302,31,31
20221,Priene,-150,-125,Türkei,Ionien,Priene,118,1302,30,31
20222,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,148,1302,31,31
20225,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,179,1302,31,31
20226,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,210,1302,31,31
20227,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,241,1302,31,31
20228,Populonia,-215,-211,Italien,Etrurien,Populonia,272,1302,30,31
20229,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,302,1302,31,31
20231,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,333,1302,31,31
20232,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,364,1302,31,31
20233,Priene,-150,-125,Türkei,Ionien,Priene,395,1302,29,31
20234,Populonia,-211,-211,Italien,Etrurien,Populonia,424,1302,32,31
20235,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,456,1302,30,31
20236,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,486,1302,31,31
20238,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,517,1302,31,31
20239,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,548,1302,31,31
20240,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,579,1302,31,31
20241,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,610,1302,31,31
20242,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,641,1302,31,31
20243,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,672,1302,31,31
20244,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,703,1302,31,31
20245,Lucca?,-325,-300,Italien,Etrurien,Lucca?,734,1302,30,31
20246,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,764,1302,31,31
20247,Priene,-150,-125,Türkei,Ionien,Priene,795,1302,29,31
20248,Priene,-150,-125,Türkei,Ionien,Priene,824,1302,30,31
20249,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,854,1302,31,31
20250,Priene,-150,-125,Türkei,Ionien,Priene,885,1302,30,31
20251,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,915,1302,31,31
20252,Priene,-150,-125,Türkei,Ionien,Priene,946,1302,31,31
20253,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,977,1302,31,31
20254,Priene,-150,-125,Türkei,Ionien,Priene,1008,1302,30,31
20255,Etrurien,-300,-200,Italien,Etrurien,,1038,1302,32,31
20256,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1070,1302,31,31
20257,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1101,1302,31,31
20258,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1132,1302,31,31
20259,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1163,1302,31,31
20260,Priene,-150,-125,Türkei,Ionien,Priene,1194,1302,31,31
20261,Priene,-150,-125,Türkei,Ionien,Priene,1225,1302,30,31
20262,Etrurien,-300,-200,Italien,Etrurien,,1255,1302,30,31
20263,Priene,-150,-125,Türkei,Ionien,Priene,1285,1302,28,31
20264,Priene,-150,-125,Türkei,Ionien,Priene,1313,1302,28,31
20265,Priene,-150,-125,Türkei,Ionien,Priene,1341,1302,30,31
20267,Priene,-150,-125,Türkei,Ionien,Priene,1371,1302,31,31
20268,Priene,-150,-125,Türkei,Ionien,Priene,1402,1302,31,31
20269,Priene,-150,-125,Türkei,Ionien,Priene,1433,1302,30,31
20270,Priene,-150,-125,Türkei,Ionien,Priene,1463,1302,32,31
20272,Priene,-150,-125,Türkei,Ionien,Priene,1495,1302,34,31
20275,Populonia,-300,-200,Italien,Etrurien,Populonia,0,1333,33,31
20276,Priene,-150,-125,Türkei,Ionien,Priene,33,1333,31,31
20278,Priene,-150,-125,Türkei,Ionien,Priene,64,1333,27,31
20280,Priene,-150,-125,Türkei,Ionien,Priene,91,1333,30,31
20281,Priene,-150,-125,Türkei,Ionien,Priene,121,1333,29,31
20282,Priene,-150,-125,Türkei,Ionien,Priene,150,1333,28,31
20283,Populonia,-300,-200,Italien,Etrurien,Populonia,178,1333,30,31
20284,Priene,-150,-125,Türkei,Ionien,Priene,208,1333,31,31
20285,Priene,-150,-125,Türkei,Ionien,Priene,239,1333,28,31
20286,Populonia,-300,-200,Italien,Etrurien,Populonia,267,1333,31,31
20287,Priene,-150,-125,Türkei,Ionien,Priene,298,1333,33,31
20288,Priene,-150,-125,Türkei,Ionien,Priene,331,1333,31,31
20289,Priene,-150,-125,Türkei,Ionien,Priene,362,1333,30,31
20292,Populonia,-300,-200,Italien,Etrurien,Populonia,392,1333,31,31
20297,Vetulonia,-300,-200,Italien,Etrurien,Vetulonia,423,1333,31,31
20307,Priene,-125,-90,Türkei,Ionien,Priene,454,1333,31,31
20349,Deutsche Demokratische Republik: 1956,1956,1956,Deutschland,Brandenburg,Berlin,485,1333,31,31
20356,Bundesrepublik Deutschland: 1957,1883,1967,Deutschland,Bayern,München,516,1333,31,31
20367,Vetulonia,-300,-200,Italien,Etrurien,Vetulonia,547,1333,32,31
20370,Vetulonia,-300,-200,Italien,Etrurien,Vetulonia,579,1333,31,31
20379,Etrurien,-300,-200,Italien,Etrurien,,610,1333,31,31
20381,Cosa,-300,-200,Italien,Etrurien,Cosa,641,1333,31,31
20384,Cosa,-300,-200,Italien,Etrurien,Cosa,672,1333,30,31
20387,Etrurien,-300,-200,Italien,Etrurien,,702,1333,31,31
20393,Etrurien,-300,-200,Italien,Etrurien,,733,1333,31,31
20398,Etrurien,-300,-200,Italien,Etrurien,,764,1333,30,31
20399,Etrurien,-300,-200,Italien,Etrurien,,794,1333,32,31
20404,Etrurien,-300,-200,Italien,Etrurien,,826,1333,31,31
20405,Etrurien,-300,-200,Italien,Etrurien,,857,1333,31,31
20409,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,888,1333,31,31
20412,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,919,1333,31,31
20414,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),950,1333,31,31
20415,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),981,1333,31,31
20418,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1012,1333,30,31
20419,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1042,1333,31,31
20420,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1073,1333,31,31
20421,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1104,1333,31,31
20424,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1135,1333,31,31
20426,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1166,1333,31,31
20427,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1197,1333,31,31
20430,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1228,1333,31,31
20431,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1259,1333,31,31
20433,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1290,1333,31,31
20434,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1321,1333,31,31
20436,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1352,1333,30,31
20437,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),1382,1333,31,31
20438,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,1413,1333,31,31
20440,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,1444,1333,31,31
20441,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,1475,1333,31,31
20443,Preußen: Friedrich II.,1712,1786,Deutschland,Friesland,Aurich,1506,1333,31,31
20445,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),0,1364,31,31
20448,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),31,1364,30,31
20450,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),61,1364,31,31
20451,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),92,1364,31,31
20452,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),123,1364,31,31
20453,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),154,1364,31,31
20455,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),185,1364,31,31
20456,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),216,1364,31,31
20457,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,247,1364,29,31
20458,Priene,250,251,Türkei,Ionien,Priene,276,1364,32,31
20459,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,308,1364,31,31
20460,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,339,1364,31,31
20461,Priene,250,251,Türkei,Ionien,Priene,370,1364,31,31
20462,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,401,1364,31,31
20464,Priene,250,251,Türkei,Ionien,Priene,432,1364,31,31
20465,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,463,1364,31,31
20466,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,494,1364,31,31
20467,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,525,1364,31,31
20468,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,556,1364,31,31
20469,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,587,1364,31,31
20470,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,618,1364,31,31
20471,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,649,1364,31,31
20472,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,680,1364,31,31
20473,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,711,1364,31,31
20479,Priene,200,262,Türkei,Ionien,Priene,742,1364,31,31
20480,Priene,200,262,Türkei,Ionien,Priene,773,1364,31,31
20481,Priene,200,262,Türkei,Ionien,Priene,804,1364,30,31
20482,Priene,200,262,Türkei,Ionien,Priene,834,1364,31,31
20483,Priene,213,268,Türkei,Ionien,Priene,865,1364,31,31
20484,Priene,253,268,Türkei,Ionien,Priene,896,1364,31,31
20490,Iguvium,-280,-240,Italien,Umbrien,Iguvium (Gubbio),927,1364,31,31
20491,Iguvium,-280,-240,Italien,Umbrien,Iguvium (Gubbio),958,1364,31,31
20506,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),989,1364,30,31
20507,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1019,1364,31,31
20509,Iguvium,-280,-240,Italien,Umbrien,Iguvium (Gubbio),1050,1364,30,31
20510,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,1080,1364,31,31
20511,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,1111,1364,31,31
20513,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,1142,1364,30,31
20515,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1172,1364,29,31
20516,Iguvium,-280,-240,Italien,Umbrien,Iguvium (Gubbio),1201,1364,30,31
20517,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1231,1364,31,31
20518,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1262,1364,31,31
20519,Iguvium,-280,-240,Italien,Umbrien,Iguvium (Gubbio),1293,1364,28,31
20521,Iguvium,-280,-240,Italien,Umbrien,Iguvium (Gubbio),1321,1364,33,31
20522,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1354,1364,31,31
20524,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1385,1364,30,31
20527,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1415,1364,31,31
20528,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1446,1364,30,31
20529,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1476,1364,31,31
20531,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,1507,1364,31,31
20533,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,0,1395,31,31
20534,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,31,1395,31,31
20535,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,62,1395,31,31
20536,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,93,1395,31,31
20537,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),124,1395,31,31
20541,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),155,1395,31,31
20546,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),186,1395,31,31
20548,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),217,1395,30,31
20550,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),247,1395,30,31
20551,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),277,1395,30,31
20552,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),307,1395,31,31
20554,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),338,1395,31,31
20555,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),369,1395,31,31
20557,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),400,1395,31,31
20558,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),431,1395,31,31
20559,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),462,1395,31,31
20570,Volterra,-300,-200,Italien,Etrurien,Volterra,493,1395,31,31
20571,Volterra,-300,-200,Italien,Etrurien,Volterra,524,1395,31,31
20572,Volterra,-300,-200,Italien,Etrurien,Volterra,555,1395,31,31
20573,Volterra,-300,-200,Italien,Etrurien,Volterra,586,1395,32,31
20574,Volterra,-300,-200,Italien,Etrurien,Volterra,618,1395,30,31
20575,Volterra,-300,-200,Italien,Etrurien,Volterra,648,1395,31,31
20576,Volterra,-300,-200,Italien,Etrurien,Volterra,679,1395,31,31
20578,Volterra,-300,-200,Italien,Etrurien,Volterra,710,1395,31,31
20579,Volterra,-300,-200,Italien,Etrurien,Volterra,741,1395,31,31
20580,Volterra,-300,-200,Italien,Etrurien,Volterra,772,1395,32,31
20581,Volterra,-300,-200,Italien,Etrurien,Volterra,804,1395,31,31
20582,Volterra,-300,-200,Italien,Etrurien,Volterra,835,1395,31,31
20594,Preußen: Friedrich Wilhelm IV.,1795,1861,Deutschland,Brandenburg,Berlin,866,1395,31,31
20595,Kaiserreich: Preußen 1908,1859,1941,Deutschland,Brandenburg,Berlin,897,1395,31,31
20596,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,928,1395,31,31
20643,Berg: Grafschaft,1328,1348,Deutschland,Rheinland,Wipperfürth,959,1395,31,31
20644,Berg: Grafschaft,1288,1296,Deutschland,Rheinland,Wipperfürth,990,1395,31,31
20645,Berg: Grafschaft,1275,1296,Deutschland,Rheinland,Wipperfürth,1021,1395,31,31
20654,Deutsches Reich: Ludwig IV. der Bayer,1345,1346,Deutschland,Hessen,Frankfurt am Main?,1052,1395,30,31
20661,Nero,37,68,Italien,Italia,Rom,1082,1395,31,31
20662,Nero,30,65,Italien,Italia,Rom,1113,1395,31,31
20663,Nero,30,65,Italien,Italia,Rom,1144,1395,32,31
20664,Nero,37,68,Italien,Italia,Rom,1176,1395,33,31
20665,Nero,37,68,Italien,Italia,Rom,1209,1395,30,31
20666,Nero,37,68,Italien,Italia,Rom,1239,1395,30,31
20667,Nero,37,68,Italien,Italia,Rom,1269,1395,31,31
20668,Nero,37,68,Italien,Italia,Rom,1300,1395,31,31
20669,Nero,37,68,Italien,Italia,Rom,1331,1395,30,31
20670,Nero,37,68,Italien,Italia,Rom,1361,1395,30,31
20671,Nero,37,68,Italien,Italia,Rom,1391,1395,30,31
20672,Nero,37,68,Italien,Italia,Rom,1421,1395,31,31
20673,Nero,37,68,Italien,Italia,Rom,1452,1395,32,31
20674,Nero,37,68,Italien,Italia,Rom,1484,1395,30,31
20675,Nero,37,68,Italien,Italia,Rom,1514,1395,30,31
20676,Nero,37,68,Italien,Italia,Rom,0,1426,31,31
20677,Nero,37,68,Italien,Italia,Rom,31,1426,31,31
20678,Nero,37,68,Italien,Italia,Rom,62,1426,31,31
20679,Nero,37,68,Italien,Italia,Rom,93,1426,31,31
20680,Nero,37,68,Italien,Italia,Rom,124,1426,32,31
20681,Nero,37,68,Italien,Italia,Rom,156,1426,31,31
20682,Nero,37,68,Italien,Italia,Rom,187,1426,29,31
20683,Nero,37,68,Italien,Italia,Rom,216,1426,29,31
20684,Nero,37,68,Italien,Italia,Rom,245,1426,31,31
20685,Nero,37,68,Italien,Italia,Rom,276,1426,34,31
20686,Nero,37,68,Italien,Italia,Rom,310,1426,31,31
20687,Nero,37,68,Italien,Italia,Rom,341,1426,32,31
20688,Nero,37,68,Italien,Italia,Rom,373,1426,31,31
20689,Nero,37,68,Italien,Italia,Rom,404,1426,32,31
20690,Nero,37,68,Italien,Italia,Rom,436,1426,31,31
20691,Nero,37,68,Italien,Italia,Rom,467,1426,30,31
20692,Nero,37,68,Italien,Italia,Rom,497,1426,31,31
20693,Nero,37,68,Italien,Italia,Rom,528,1426,32,31
20694,Nero,37,68,Italien,Italia,Rom,560,1426,30,31
20695,Nero,37,68,Italien,Italia,Rom,590,1426,32,31
20696,Nero,37,68,Italien,Italia,Rom,622,1426,30,31
20697,Nero,37,68,Italien,Italia,Rom,652,1426,29,31
20698,Nero,37,68,Italien,Italia,Rom,681,1426,28,31
20699,Nero,37,68,Italien,Italia,Rom,709,1426,31,31
20700,Nero,37,68,Italien,Italia,Rom,740,1426,32,31
20701,Vespasianus,9,79,Italien,Italia,Rom,772,1426,30,31
20702,Nero,37,68,Italien,Italia,Rom,802,1426,31,31
20703,Nero,37,68,Italien,Italia,Rom,833,1426,32,31
20704,Vespasianus,9,79,Italien,Italia,Rom,865,1426,32,31
20705,Nero,37,68,Italien,Italia,Rom,897,1426,30,31
20706,Vespasianus,9,79,Italien,Italia,Rom,927,1426,32,31
20707,Nero,37,68,Italien,Italia,Rom,959,1426,30,31
20708,Vespasianus,9,79,Italien,Italia,Rom,989,1426,31,31
20709,Nero: Nachahmung,37,68,Italien,Italia,Rom,1020,1426,32,31
20710,Vespasianus,9,79,Italien,Italia,Rom,1052,1426,31,31
20711,Vespasianus,9,79,Italien,Italia,Rom,1083,1426,32,31
20712,Nero,37,68,Italien,Italia,Rom,1115,1426,34,31
20713,Vespasianus,9,79,Italien,Italia,Rom,1149,1426,34,31
20714,Nero,37,68,Italien,Italia,Rom,1183,1426,29,31
20715,Nero,37,68,Italien,Italia,Rom,1212,1426,32,31
20716,Vespasianus,9,79,Italien,Italia,Rom,1244,1426,30,31
20717,Vespasianus,9,79,Italien,Italia,Rom,1274,1426,29,31
20718,Nero,37,68,Italien,Italia,Rom,1303,1426,31,31
20719,Vespasianus,9,79,Italien,Italia,Rom,1334,1426,31,31
20720,Nero,37,68,Italien,Italia,Rom,1365,1426,31,31
20721,Vespasianus,9,79,Italien,Italia,Rom,1396,1426,29,31
20722,Nero,37,68,Italien,Italia,Rom,1425,1426,32,31
20723,Vespasianus,9,79,Italien,Italia,Rom,1457,1426,31,31
20724,Vespasianus,9,79,Italien,Italia,Rom,1488,1426,33,31
20725,Nero,37,68,Italien,Italia,Rom,1521,1426,32,31
20726,Vespasianus,9,79,Italien,Italia,Rom,0,1457,33,31
20727,Vespasianus,9,79,Italien,Italia,Rom,33,1457,31,31
20728,Vespasianus,9,79,Italien,Italia,Rom,64,1457,32,31
20729,Nero,37,68,Italien,Italia,Rom,96,1457,31,31
20730,Nero,37,68,Italien,Italia,Rom,127,1457,31,31
20731,Nero,37,68,Italien,Italia,Rom,158,1457,29,31
20732,Nero,37,68,Italien,Italia,Rom,187,1457,31,31
20733,Vespasianus,9,79,Italien,Italia,Rom,218,1457,32,31
20734,Nero,37,68,Italien,Italia,Rom,250,1457,30,31
20735,Nero,37,68,Italien,Italia,Rom,280,1457,34,31
20736,Vespasianus,9,79,Italien,Italia,Rom,314,1457,31,31
20737,Vespasianus,9,79,Italien,Italia,Rom,345,1457,31,31
20738,Vespasianus,9,79,Italien,Italia,Rom,376,1457,32,31
20743,Magnentius,301,353,Frankreich,Gallia,Lyon,408,1457,31,31
20746,Nero,37,68,Italien,Italia,Rom,439,1457,33,31
20747,Nero,37,68,Italien,Italia,Rom,472,1457,30,31
20748,Nero,37,68,Italien,Italia,Rom,502,1457,32,31
20749,Nero,37,68,Italien,Italia,Rom,534,1457,30,31
20750,Nero,37,68,Italien,Italia,Rom,564,1457,32,31
20751,Nero,37,68,Italien,Italia,Rom,596,1457,33,31
20752,Nero,37,68,Italien,Italia,Rom,629,1457,32,31
20753,Nero,37,68,Italien,Italia,Rom,661,1457,33,31
20754,Nero,37,68,Italien,Italia,Rom,694,1457,32,31
20755,Nero,37,68,Italien,Italia,Rom,726,1457,31,31
20756,Nero,37,68,Italien,Italia,Rom,757,1457,32,31
20757,Nero,37,68,Italien,Italia,Rom,789,1457,32,31
20758,Nero,37,68,Italien,Italia,Rom,821,1457,35,31
20759,Nero,37,68,Italien,Italia,Rom,856,1457,29,31
20760,Nero,37,68,Italien,Italia,Rom,885,1457,29,31
20761,Nero,37,68,Italien,Italia,Rom,914,1457,31,31
20762,Nero,37,68,Italien,Italia,Rom,945,1457,32,31
20763,Nero,37,68,Italien,Italia,Rom,977,1457,33,31
20764,Nero,37,68,Italien,Italia,Rom,1010,1457,31,31
20765,Nero,37,68,Italien,Italia,Rom,1041,1457,32,31
