id,last_name,first_name,date_earliest,date_latest
7527042672,,"Bruno (953-965), Erzbischof von Köln",,965
75872a177b,,"Pilgrim (1021-1036), Erzbischof von Köln",985,1036
61e764a720,,"Anno (1056-1075), Erzbischof von Köln",1010,1075
f815964d68,,"Siegfried (1060-1084), Erzbischof von Mainz",,1084
3776e0b0cc,,"Eberhard (1047-1066), Erzbischof von Trier",,1066
ad3046e629,,"Arnulf (996-1023), Bischof von Halberstadt",,1023
6662836293,,"Bernward (993-1022), Bischof von Hildesheim",,1022
b5f82d4e07,,"Konrad I. (1056-1060), Bischof von Speyer",,
a61be93cca,,"Uto III. (950-965), Bischof von Straßburg",,965
80df216276,,"Ulrich I. (923-973), Bischof von Augsburg",890,973
123d858fb0,,Azzo,,
3fc1a06da8,,"Agnes (1110-1125), Äbtissin",1090,1125
334ab4e16b,,"Egilbert (1079-1101), Erzbischof von Trier",,1101
b85af66040,,"Bruno von Bretten und Laufen (1102-1124), Erzbischof von Trier",,1124
020bc6041d,,"Adolf I. (gest. vor 1093), Graf von Berg",,
8ce8d360b0,,Publius Petronius Turpilianus,,
cdf9bd9466,,Marcus Durmius,,
90af6542f9,,Lucius Aquillius Florus,,
247a259288,,Marcus Sanquinius,,
2ffc6bdec7,,Lucius Mescinius Rufus,,
42b7f2e125,,Lucius Vinicius,,
42229ba8c1,,Marcus Vipsanius Agrippa,-64,-12
e39dc3600a,,Gaius Sulpicius Platorinus,,
4dcf7ee90e,,Gaius Marius Gaii Filius Tromentina tribu,,
8ef53f6269,,"Pippin der Kurze (751-768), König der Franken",,768
dee18fcf03,,"Karlmann (768-771), König der Franken",,771
424cfd5dc9,,Iulia (Augusti filia),-39,14
faa07fcd98,,Lucius Naevius Surdinus,,
9c31f6451d,,Gaius Gallius Lupercus,,
63bd4f448d,,Marcus Maecilius Tullus,,
c645c3990d,,P. Betilienus Bassus,,
5f2f691a0e,,Marcus Salvius Otho,,
0d089eaf5b,,Publius Lurius Agrippa,,
a30d002d8b,,P. Aelius Kallineikos,,
2079347caf,,Marcus Aurelius Sextus,,
4445f5365d,,Aurelius Herakleidianus,,
be3d9ef4c7,,Kelsos,,
4a18cf89d4,,Hyrkodes,,
def923632a,,Aurelius Chrysogonos Epaphroditos,,
7a7e394e29,Pietro,Tadolini,,
5da37cf5e9,,Drusus (minor),-15,23
2c0bf67094,,Tiberius Gemellus,19,37
4026ef2ecf,,Germanicus Iulius Caesar,19,23
4acdbf4f4e,,"Friedrich Wilhelm I. (1713-1740), König in Preußen",1688,1740
760c6d637e,Jobst Friedrich,Sauerbrey,,
47351bcb4f,Christian Friedrich,Lüders,,1743
3b2c9a31e8,,Agrippina (maior),-14,33
4e471e6e26,,Drusus (maior),-38,-9
d7a81b423d,,Britannicus,41,55
47e0cf74f0,,Diodotos I.,,
908bf6f1ba,,Demetrios I. von Baktrien,,
a7886d3375,,Euthydemos II.,,
643fdfecbe,,Apollodotos I.,,
a929fc0e8f,,Antimachos II. von Baktrien,,
95ee18ae63,,Heliokles I.,,
235403c5ba,,Zoilos I. von Baktrien,,
56c953d630,,Straton I. von Baktrien,,
b0c26b6e81,,Eup...,,
2a6620254c,,Dio... (1),,
bde0e3f0f1,,Lysias von Baktrien,,
d058c2b2a8,,Marcus Claudius Fronton,,
5d58622f92,,Licinianus,,
d5e461494c,,Germanus,,
805666a5bb,,Titullus,,
761f729a17,,Montanus,,
2a928bed85,,Livia,-58,29
e78b369e38,,Aulus M. Gemellus,,
fbb03246f4,,Vibius Marsus,,
96fd7af7aa,,Nero Iulius Caesar,6,31
265595cd80,,D. V. Sp...,,
de8f9ae43d,,P. I. Sp...,,
0fe0cda1ba,,Antialkidas von Baktrien,,
ac53540e80,,Heliokles II.,,
2442e525d8,,Philoxenos von Baktrien,,
34b79f4773,,Archebios von Baktrien,,
1d778a3713,,Apollodotos II.,,
15469c4f5d,,Hermaios von Baktrien,,
fb2abeffe1,,Hippostratos von Baktrien,,
403e979047,,Andragoras,,-238
d818bff38e,,P. Vispanius Agrippa,,
63d02c4eae,,Marcus Antonius (2),,
e6ee9073cc,,Gaius Petronius,,
3310d70395,,"Leo III. (795-816), Papst",750,816
024362eb4a,,Mened...,,
cbba6dc6f5,,Epigenes,,
b96696a971,,Epigo...,,
aaa1ad7971,,Eurykleides,,
d00b760ef8,,Phraates II. (138-127 v. Chr.),,
982189e554,,Lysandros,,
7255785aa1,,"Ludwig der Fromme (813/814-840), Kaiser, 781-814 König in Aquitanien",778,840
6f7b272cc3,,Artabanos I. (127-123 v. Chr.),,
688ee0de6f,,Mithradates II. (123-88 v. Chr.),,
cc7ab14624,,Orodes I. (ca. 90-77 v. Chr.),,
41f6c57d7c,,Phraates III. (ca. 70-57 v. Chr.),,
4791db515c,,Orodes II. (57-38 v. Chr.),,
1dbaa1b536,,Phraatakes (2 v.-4 n. Chr.),,
2fb1c308cd,,Musa (2 v.-4 n. Chr.),,
a148bdeb39,,Artabanos II. (10-38 n. Chr.),,
8bc1805723,,Vardanes I. (ca. 40-45 n. Chr.),,
a67f1f32c2,,Gotarzes II. (38-51 n. Chr.),,51
f4691238d7,,Vonones II. (um 51 n. Chr.),,
e9e53451d7,,Vardanes II./Sohn des Vardanes (55-58 n. Chr.),,
dbf9be5e7d,,Artabanos III. (80-81 n. Chr.),,
9eee65e446,,Pakoros II. (75-ca. 110 n. Chr.),,
b821eafe06,,Vologases III. (105-147 n. Chr.),,
9f959b4400,,"Parthamaspates (116-123), König der Parther bis 117, ab 118 König von Osrhoene",,
bcdf12b46c,,Osroes I. (ca. 109-129 n. Chr.),,
adf2aa125d,,Vologases IV. (147-191 n. Chr.),,
30f1337291,,Vologases V. (191-208 n. Chr.),,
c30a78123d,,Vologases VI. (208-228 n. Chr.),,
3eb80fa7b3,,Artabanos IV. (216-224 n. Chr.),,224
be0df2036f,,Gaius Titinius,,
2f2f322aff,,Galba,,69
36123e9c39,,"Lothar I. (840-855), Kaiser",795,855
051611d211,,"Lothar II. (855-869), König der Franken",,869
4343045d9d,,"Ludwig II. der Deutsche (840-876), König",,876
b2c1aab01a,,Arnulf von Kärnten (887-899),850,899
6f0d1785e5,,"Ludwig das Kind (899-911), König",893,911
67c5ada47c,,"Pippin II. (839-852), König von Aquitanien",823,864
89ffac606c,,"Karl II., der Kahle (843-877), König, seit 875 Kaiser",823,877
239435c7cc,,Alyattes II. (ca. 610-560 v. Chr.),,
6d619423ed,,"Ludwig III. der Jüngere (879-882), König",835,882
078dee11ff,,"Odo/Eudes (888-898), König der Franken",,898
c715a09304,,"Karl III., der Einfältige (898-922), König der Franken",879,929
60f89f5697,,"Eanred (810-841, 825-854), König von Northumbria",,
a47d326c00,,Brother,,
933305484a,,"Offa (757-796), König von Mercia",,796
f412030080,,Ciolhard,,
2098bf7aa9,,"Aethelbert (858-865/866), König von Wessex",,
1db47b595e,,Viothmund (Withmund),,
3b99f0eac9,,Alfred von Wessex (871-899),,899
32bbf967ca,,Boga/Boia,,
191d9bad44,,Daiemond (Dægmund),,
63dd646ee6,,"Anlaf Guthfrithsson (939-941), Wikingerkönig in Northumbria",,941
43efad8d4c,,Aethelferth,,
4c63132c2a,,"Aethelstan (924-939), König von England",,939
663fce72c3,,Regnald (Ragnald oder Reinald),,
964649fcfc,,"Eadmund (939-946), König von England",,
f074daae31,,Winide,,
73361addaa,,"Eadwig (955-959), König von England",,959
22d38d5c58,,Baldwine (Baldwin),,
d467435045,,"Edgar (959-975), König von England",943,975
f950c9b56c,,Oio,,
f027b9db39,,"Ethelred II. (978-1016), König von England",,1016
dc90fa5929,,Saewine,,
c1e6dbb8e2,,"Knut (1016-1035), König von England, seit 1019 König von Dänemark, seit 1028 König von Norwegen",,1035
d30fbd92b2,,Wulfgeat,,
eb5bbc1cba,,"Edward der Bekenner (1042-1066), König von England",,1066
356736d215,,Burhraed,,
a34bdb6ffe,,Alexandros IV.,-323,-310
4e298cccce,,Philippos III. Arrhidaios,-352,-317
2869f9b3ea,,Eadwine,,
f6e3c32ec8,,"Wilhelm I., der Eroberer (1066-1087), König von England, seit 1035 als Wilhelm II. Herzog der Normandie",1027,1087
dd1a66ccef,,Leofing/Lifing,,
721c25d562,,"Heinrich II. (1154-1189), König von England",1133,1189
40cfb223b6,Petrus,Merefin,,
7c8dc28deb,,"Johann ohne Land (1199-1216), König von England",1167,1216
e5433cbb29,,Johann,,
4c9fb452f1,,"Heinrich III. (1216-1272), König von England",1207,1272
36768b2ebc,,Wilhelm,,
62a14c09a8,,Datamas,,
df0e87ec90,,Orontas,,
4a547ebfa3,,Gamerses,,
8a6fd7cf3c,,Maussolos,,-353
01e44f8418,,Hidrieos,,-344
b89b60b421,,Rhoontopates,,
a351765c7d,,Nektanebos II.,,
ebe8d2e60b,,Mazaios,,-328
0cf9136b64,,"Viktor Amadeus III. (1773-1796), König von Sardinien, Zypern und Jerusalem",1726,1796
2f0eccabc9,,Antigonos Doson,-263,-221
820cffbc70,,Perseus,-213,-165
124edfa85f,,Zoilos,,
a0c311b9ed,,Berenike I.,,
c12d76f0cf,,Berenike II.,,-221
cedbf238b4,,Arsinoe III.,,-204
4c58df62da,,Ptolemaios X. Alexander I.,,-88
a3f4199c75,,Ptolemaios XI. Alexander II.,-105,-80
4d40f7fc9d,,Antiochos Hierax,,-227
b9354b2429,,Philetairos,,
72e24934b6,,Antiochos II. Theos,-286,-246
640d205ad6,,Antiochos VI.,-148,-142
f1f0ece49e,,Antiochos VII.,,-129
e475af35e5,,Antimachos I. von Baktrien,,
d24eb5ed18,,Eumenes I.,,-241
eaac1cf148,,Attalos I.,-269,-197
130328da7f,,Mithradates III. von Pontos,,
9da1d3b15d,,Pharnakes I. von Pontos,,
adc11dac02,,Prusias II.,,-149
896b4a6fcb,,Pyrrhos I. von Epiros,-319,-272
a6e4aac230,,Aulus Vitellius,,69
b36aa58009,,Vitellia,,
fa259b93c3,,Vitellius Germanicus,62,69
f7cd75f21a,,Lucius Vitellius,,51
d9abc2d5de,,Iulia Titi,,89
1fb7b869ee,,Domitilla (minor),,
284b98e7eb,,Eupol...,,
d0c2276ca8,,Claudius Kephalion,,
a092317939,,Iulius Pollio (1),,
e701312843,,Nymphidia Beronike,,
1278df5fff,,Quartus,,
4c642dc921,,Aulus Tullius Kratippos,,
28a94d4f75,,Diodoros,,
39b4edd08f,,Pollio (2),,
9defdfc265,,Claudius Tertullus,,
c20ad7cbf0,,Claudius Rufinus Glykon,,
6cca573bf7,,Aurelius Neilos,,
860ba6bdb7,,Publius Aelius Pius,,
a13d4332f6,Engelbert,Ketteler,,1661
f6d90ec615,Johann Christian,Eberhardt,,
cea16afd66,,Heinrich XII. zu Schleiz (1744-1784),1716,1784
acc8322158,,"Ludwig II. (1864-1886), König von Bayern",,
7c1ed5a8ae,Johann Adam,Ries,,
3d08e81284,Carl Friedrich,Voigt,1800,1874
f2e6b6e9f3,,"Karl (1864-1891), König von Württemberg",1823,1891
813895aafe,Christian,Schnitzpahn,1829,1877
715286273e,Theodor Wilhelm,Brüel,,
983cd7e75a,,"Friedrich Wilhelm III. (1797-1840), König von Preußen",1770,1840
0d68894081,Heinz,Rodewald,,
4cf3c07476,,Isaac I. Comnenus (1057-1059),,1061
397720285a,,"Matthäus Lang von Wellenburg (1519-1540), Erzbischof von Salzburg",,1540
6bb9bf114b,,"Simone Boccanegra (1339-1344, 1356-1363), Doge von Genua",,1363
b4003b2e52,,Plotina,,
ba7efbb251,,Traianus pater,,
a61adae632,,Gaius Asinius Gallus,-41,33
18a6f642b3,Nicolas,Briot,,
1a859c2c58,,"Clemens VII. (1523-1534), Papst",1478,1534
3c2cced302,Benvenuto,Cellini,1500,1571
4bd7b10e82,,"Cosimo (Cosmus) I. Medici (1537-1574), Herzog, seit 1569 Großherzog der Toskana",1519,1574
0ef4629d3f,,"Karl XI. (1660-1697), König von Schweden",1655,1697
d67dc55385,,"Ulrika Eleonore (1718-1720), Königin von Schweden",1688,1720
be8fa0e3df,Lorenz,Careelberg,,
6cb4112ff2,,"Nikolaus II. (1894-1917), Zar von Russland",1868,1918
2ae880baf2,,"Albrecht (1464-1500), Herzog von Sachsen, Kurfürst",1443,1500
b505ff1f10,,"Johann der Beständige (1486-1532), Herzog, seit 1525 Kurfürst von Sachsen",1468,1532
a9376bb14f,,"Georg (1500-1539), Herzog von Sachsen",1471,1539
b5e2aeb06c,,Lucius Aelius Caesar,101,138
6e77630e89,,"Heinrich XXXI. (1493-1526), Graf von Schwarzburg",1473,1526
142493dfe9,,Claudius Bias,,
68f199302e,,"Ludwig II. (1516-1526), König von Ungarn und Böhmen",1506,1526
d6b94d85f3,,"Salentin von Isenburg (1567-1577), Erzbischof von Köln",1532,1610
2a6c9c20bb,,Kleinias,,
267c1c6743,,Marcus Valerius Aristophanes,,
63f9492e2a,,Nikostratos,,
8b1930041d,,Asklas,,
53cc87e2bb,,Timarchos (2),,
7e8cf83895,,Alexandros,,
9c7d13cd50,,"Cosimo (Cosmus) III. Medici (1670-1723), Großherzog der Toskana",1642,1723
7ca5b27f2b,,"Emmanuel de Rohan (1775-1797), Großmeister des Johanniterordens",,1797
8400801e9d,,"Ferdinand VI. (1746-1759), König von Spanien",1713,1759
841fd84e91,,"Friedrich Heinrich (1625-1647), Graf von Nassau",1584,1647
73f45029a2,,P. Calvisius Ruso,,
9dd9c04275,,"Maria I. (1777-1816), Königin von Portugal",1734,1816
30da5b7496,,"Peter III. (1777-1786), König von Portugal",1717,1786
7a2c3070db,,"Maria II. (1689-1694), Königin von Großbritannien",1662,1694
5eb4ba8687,,"Wilhelm III. von Oranien (1672-1702), Statthalter der Niederlande, ab 1689 König von England, Schottland und Irland",1650,1702
5d5aa91c8d,,"Jakob (James) II. (1685-1688), König von Großbritannien",1633,1701
f59527910f,,"August II. (Friedrich August I., genannt der Starke, Kurfürst von Sachsen (1694-1732)), seit 1697 König von Polen",1670,1733
548d54f9e8,Ernst Peter,Hecht,,
b1b0cf8251,,"Stanislaus August (1764-1795), König von Polen",1732,1798
f3e24d2bef,,Lucius Iunius Caesennius Paetus,,
e38a87e3cc,,"Peter III. (1761-1762), Zar von Russland",1728,1761
806d314bd5,T.,Schuster,,
855b81e07f,,"Elisabeth Juliane von Holstein-Norburg (1704), Herzogin von Braunschweig-Wolfenbüttel",1634,1704
934284cd1f,,"Anton Ulrich (1704-1714), Herzog von Braunschweig und Lüneburg",1633,1714
ea51374b12,,"Joseph Dominikus von Lamberg (1723-1761), Bischof von Passau",1680,1761
76377ed28c,,Lucius Pedianus Secundus,,61
4d8e6e53b8,,"Mühlrad, Paul",,
b2122185f1,,"Johann von Küstrin (1535-1571), Markgraf von Brandenburg",1513,1571
9f65b70e6a,,"Johann Georg (1571-1598), Kurfürst von Brandenburg",1525,1598
ea7ac51436,,"Joachim Friedrich (1598-1608), Kurfürst von Brandenburg",1548,1608
0ab6f38180,Heinrich von,Rehnen,,1624
f981c98ec1,,"Johann Sigismund (1608-1619), Kurfürst und Markgraf von Brandenburg",1572,1619
eb5de27df5,,"Marinus Grimani (1595-1605), Doge von Venedig",,1605
2afeb8c1bc,,"Ferdinand (Ferdinando) Gonzaga (1612-1626), Herzog von Mantua",1587,1626
b1402445de,Carlo,Torre,,
4a807f8e73,,"Vinzenz (Vincenzo) II. Gonzaga (1626-1627), Herzog von Mantua",1594,1627
eef622d93d,Oliver,Cromwell,1599,1658
a8e571acc0,,"Simon, Thomas",,
ad3a2bdf05,,"Anna (Anne) I. (1702-1714), Königin von Großbritannien",1665,1714
edc90dafe3,,"Georg II. (1727-1760), König von Großbritannien, Kurfürst von Braunschweig-Lüneburg",1683,1760
0146ea2e5f,,"Luise Ulrike (1751-1771), Königin von Schweden",1720,1782
2898c0cbe7,,"Friederich (1720-1751), König von Schweden",1676,1751
0e88062662,Johann Carl,Hedlinger,1691,1771
c7d6939eb0,,"Friedrich V. (1746-1766), König von Dänemark und Norwegen",1723,1766
f9b109a0f6,Ernst Dietrich,Croll,,
749706d651,Wilhelm van,Eck,,
8918a9475b,Ephraim,Brenn,1774,1793
57bc86d26a,Lorenz Christoph,Schneider,,
3acaa6754f,,"Friedrich III./I. (1688-1713), Kurfürst von Brandenburg, seit 1701 König in Preußen",1657,1713
1a6130929c,Johann Bernhard,Schultz,,
db9ce83417,,Capito (2),,
feb36eb4a8,Heinrich Friedrich,Halter,1669,1730
50f440d8c3,Johann Georg,Neubauer,,1725
6c9ce62a2a,,"Friedrich Wilhelm II. (1786-1797), König von Preußen",1744,1797
fafd987155,Daniel Friedrich,Loos,1735,1819
d5c5077e98,August Ludwig,Held,1805,1839
06931ac293,,"Friedrich Wilhelm IV. (1840-1861), König von Preußen",1795,1861
3267c2e645,,"Friedrich III. (1888), König von Preußen, deutscher Kaiser",1831,1888
2d2466fe7d,Emil,Weigand,1837,1906
a810549c59,,"Gaius Iulius Sohaemus, König von Armenien",,
5dd08f950f,,Crispina,,192
a8708cb119,,Didius Iulianus,133,193
6cd7edcd49,,Manlia Scantilla,,
a7d01e838d,,Didia Clara,,
72b318241a,Ernst Friedrich,Schneider,,
abe635dc89,,"Johann Ernst (1633-1638), Herzog zu Sachen-Coburg-Eisenach",1566,1638
047613ffee,,"Guidobald Graf von Thun und Hohenstein (1654-1668), Erzbischof von Salzburg",1616,1668
e2bd724808,Hans,Rieger,,
2d1e20770c,,"Maximilian I. (1597-1651), Herzog von Bayern, 1623-1648 Kurfürst von der Pfalz, ab 1648 Kurfürst von Bayern",1573,1651
2afedadf9f,,"Johann Georg III. (1680-1691), Kurfürst von Sachsen",1647,1691
569121f176,,"Ludwig I. (1825-1848), König von Bayern",1786,1868
037f5a0809,G.,Voigt,,
241bcc201a,Jacob,Panckert,,
22c6ba60d2,Carol,Thauer,,
50bcbf1f9c,Jobst,Liebmann,,
d858c77723,Gottfried,Leygebe,1630,1683
707d766556,Johann,Höhn der Jüngere,1642,1693
eb9487bebd,Christoph,Stricker,,1715
6ccf0b2139,,Plautilla,,211
1472f0e810,Wolfgang Th.,Doehm,,
5fdfb0b343,Johann Gottfried von,Herder,1744,1803
9da261241e,Conrad,Schreck,,
02dd893712,Melchior,Hoffmann,,
351e200ea6,Andreas,Berlin,,
55afcc308a,,Iulia Paula,,
e831bc89ec,Raimund,Faltz,1658,1703
1f713b47c0,,Iulia Aquilia Severa,,
74529f3cc8,Jan Alfons,Keustermans,,
04afdbfa38,,"Albert II. (1993-2013), König der Belgier",1934,
1208801292,,Iulia Soaemias,175,222
b0eab71930,Pertti,Mäkinen,,
e7eab95c5e,Raimo Tapio,Makkonen,,
704760a232,,Iulia Maesa,,224
1c2bd173e0,Joaquin,Jiménez,,
aeee487b49,Jarlath,Hayes,,
f347b2d0f3,Yvette,Gastauer Claire,,
656c97912b,,"Heinrich (Henri), seit 2000 Großherzog von Luxemburg",1955,
e59dd7fba3,Chris van,Draanen,,
1c82c2c7d5,Wolfgang Amadeus,Mozart,1756,1791
dac4722339,,Caecilia Paulina,,236
7ac07bf598,Siegmund,Dannies,,1710
97e75795ee,Díaz,Salas,,
6500bf27ed,Luis José,Diaz,,
b5eb3981a7,Heinrich,Sievert,,
c2d0cb239b,,Maximus,215,238
3dd058e749,Caspar,Geelhaar der Jünger,1663,
24be4fe609,,"Sophia Dorothea (1713-1740), Königin in Preußen",1687,1757
afd289e0c4,Ernst Georg,Neubauer,,1749
2891dd5989,Rolf,Lederbogen,1928,2012
215ef048a1,Ludwig Heinrich,Barbiez,1712,1754
3c99a2e602,,"Ludwig IV. der Bayer (1314-1347), König, seit 1328 Kaiser",,
f081e35c01,August Ludwig,Siemens,,
1835c44f12,Friedrich Wilhelm,Kullrich,1821,1887
15560cd846,James Barton,Longacre,1794,1869
9eae78dd1d,Bela Lyon,Pratt,,
82f912e368,,"Friedrich (1893-1918), Fürst von Waldeck und Pyrmont",1865,1946
60fae4b481,Bernhard,Bleeker,1881,1968
25bb830653,,"Alfred (1893-1900), Herzog von Sachsen-Coburg und Gotha",1844,1900
e25401edf0,Ferdinand,Helfricht,1809,1892
3a78a8cae1,Ulrich von,Chrzanowski,,
901c005298,Heinrich,Schlüter,,
c5a833539f,Konrad,Adenauer,1876,1967
06f615329e,Ludwig,Ehrhart,1897,1977
de7e9efd34,Elisha,Gallaudet,1730,1805
d6537b83ac,,"Philipp V. (1700-1746), König von Spanien",1683,1740
6509c26c2f,Francisco de la,Pena,,
70c86f1dfb,Manuel de la,Pena,,
cc815b0426,,"Agustin Iturbide (1822-1823), Kaiser von Mexiko",1783,1824
d9776fbdc9,,"Guerrero, J.",,
9871482360,,"Heinrich I. (1806-1820), seit 1811 Kaiser von Haiti",1767,1820
ea9a7f5503,,Gordianus I.,158,238
7626e57367,,Gordianus II.,192,238
fb84d54b70,,Balbinus,,238
5f269f779b,,Pupienus,164,238
3426cdb11b,,Sabinia Tranquillina,,
c10e07c0c7,,Iotapianus,,249
53629ac6bc,,Meniskos,,
8b29a90186,,Ameinias,,
2a8b9424c8,,Tharsytas,,
b96014d5bd,,Sphairos,,
48286d776a,,Zenon,,
8d2e6fd6da,,Herennius Etruscus,220,251
27ab3d4edf,,Hostilianus,,251
ff3a550bf1,,Volusianus,230,253
59678254d3,,Aemilius Aemilianus,207,253
f64d9f6165,,Pythokles,,
5f8f88ff0d,,Cornelia Supera,,253
47cc556e41,,"ʿAbd al-Malik ibn Marwān (65-86 AH/685-705), Kalif",646,705
88958b0002,,Hassān ibn an-Nuʿmān,,705
2770dd97cb,,Kleo... (2),,
63fea67ee6,,Glaukos,,
ae022690f2,,Theophrastos,,
ac1cb72e1c,,Damasias,,
a30663c7ed,,Kleon,,
42639fe823,,Pausanias Pausaniou,,
be9d2e1cbf,,Erasippos Aristeou,,
bad7dee5c6,,Polyxenos,,
0e58f0256f,,Eukolos,,
3d08754eec,,Kephalos,,
6b0d0189ee,,Themistogenes,,
f94c54da10,,Mithradates VI. Eupator von Pontos,,-63
45b5391e28,,"Adolf VIII. (1308-1348), Graf von Berg",,1348
b6e75c344e,,Tigranes II.,,
a5040e60f5,,Ariarathes IV. Eusebes,,-163
26d302765e,,Attambelos IV. (54/55-64/65 n. Chr.),,
3574a927d3,,"Iuba I., König von Numidien",-84,-46
a350dca875,,Aesillas,,
c6ff2df7f2,,Sauromates I.,,
72ba4a0683,,Theopropos Apolloniou,,
f2b16f9d76,,Marcus Tullius Cicero,-106,-43
659a2a0451,,Rhoimetalkes I.,,12
0016040caa,,"Abgar X. (ca. 239-242 n. Chr.), König der Osrhoene",,
3d20df6fd6,,Simon bar Kochba,,135
970ea64be1,,Justinus II. (565-578),,578
32c02ebf3f,,Tiberius II. Constantinus (578-582),,
8d90c78d3a,,Phocas (602-610),,610
a41d4606e8,,Constantinus III. (Heraclius Constantinus)  (641),612,641
0eb2427f48,,Heraclonas (641),626,641
c7f5170859,,Constantinus IV. (668-685),,685
9e271ce07e,,Tiberius (659-681),,
018d33cf9f,,Heraclius (659-681),,
c32e35cde8,,"Justinianus II. (685-695, 705-711)",,711
7e6419f29c,,Leo III. Isaurus (717-741),,741
802e6e79f7,,Constantinus V. (741-775),718,775
7772c343c2,,Irene (797-802),,803
6e60e32658,,Nikephorus I. (802-811),,811
734b042f7b,,Stauracius (811),,812
61d9f13f24,,Michael III. (842-867),,867
eadd894e4c,,Theodora (842-856),810,867
75da743e65,,Thecla (Thekla),,
9263a4992c,,Constantinus (867-879),865,879
394a6dd839,,Basilius I. (867-886),812,886
65fdbc8df9,,Leo VI. (886-912),,912
ff847afcce,,Alexander (912-913),870,913
d391c4086b,,Constantinus VII. Porphyrogenitus (913-959),,959
9f9cdf3560,,Romanus I. (920-944),,948
60c0c3f8e7,,Christopherus Lecapenus,,931
0fcde76d8c,,Nikephorus II. Phocas (963-969),,969
871da2b46d,,Johannes Tzimiskes (969-976),,976
59c9bca0de,,Basilius II. Bulgaroktonos (976-1025),,1025
b8c22bc6bb,,Constantinus VIII. (1025-1028),,1028
7f2fc78746,,Theodora (1055-1056),,1056
e7e0ddc686,,Michael VI. (1056-1057),,1059
b71579e3fa,,Constantinus X. Ducas (1059-1067),1006,1067
629970f592,,Romanus IV. (1068-1071),,1072
2a787c9cf1,,Eudocia (1067),1021,1096
e72f8e954c,,Constantius Ducas,1060,1081
0d581849a1,,Michael VII. Ducas (1071-1078),,1078
ce57cda476,,Alexius I. Comnenus (1081-1118),,1118
00d64acb6c,,Johannes Comnenus (1118-1143),,1143
62908e8ab7,,Manuel I. Comnenus (1143-1180),1118,1180
95391ccbcc,,Andronicus I. (1183-1185),1122,1185
4020b83881,,"Isaac II. Angelus (1185-1195, 1203-1204)",1155,1204
8bcd7788e6,,Alexius III. Comnenus (1195-1203),,
7688970bbf,,Constantinus IX. (1042-1055),,1055
cd02027d54,,Romanus III. (1028-1034),968,1034
91cabfc2cf,,Sophia,,
db513026de,,Martina (613-641),595,641
b74c820e7e,,Michael II. (820-829),,829
cb30307719,,Theophilus (829-842),,842
10a46b0ce3,,Kyrsa...,,
15bd2ce7a7,,Narseh (293-303),,
4fa1fda02a,,"Muawija ibn Abi Sufjan (41-60 AH/661-680), Kalif",,680
8d1366324c,,Timarchos (1),,
0760b4a838,,Nikagoras,,
a749727005,,Dorotheos,,
7215f86ffd,,Al-Haggag bin Yussuf,,
eaeef32c93,,Ardashir I. (224-240),,
435024cc2b,,Shapur I. (240-272),,272
7131f35204,,Wahram I. (271-274),,
9788433d96,,Wahram II. (276-293),,
d455553670,,Shapur III. (383-388),,388
3eee6915e7,,Zamasp (496-499),,
53b6b85708,,Ohrmazd IV. (578-590),,
ec0f1e67b2,,Wistahm (ca. 591/592-597),,
f383bd0d8c,,"Buran (629-631), Königin",,
ef05b8baea,,Yazdgerd III. (632-651),,651
4404f68844,Hans,Stopfels,,
7f87ed7e42,,"Johann Ernst (1605-1626), Herzog von Sachsen-Gotha",1594,1626
e690f2c259,,"Johann Casimir (1624-1633), Herzog von Sachsen-Coburg",1564,1633
1cd5ee4780,Adam,Prellhoff,,
6ef69e60a2,Josef,Wackerle,,
40dbc87beb,Otto,Vogt,,
70aae4cbc2,,Drusus Iulius Caesar,7,33
4039e17124,,"Bernold (1027-1054), Bischof von Utrecht",,1054
f4d9986cdb,,"Ludwig II. (1140-1172), Landgraf von Thüringen",,
94a9aa073b,,"Enrico Dandolo (1192-1205), Doge",,1205
afacb111c4,,"Maximilian III. Joseph (1745-1777), Kurfürst von Bayern",1727,1777
5022f39909,,"Ludwig XVIII. (1814-1824), König von Frankreich",1755,1824
1419bc2a15,,"Augusta (1861-1888), Königin von Preußen, seit 1871 deutsche Kaiserin",1811,1890
db65a4ac50,Richard M.,Werner,,
8a74e0acce,Adolf,Jäger,,
788c30545f,,"Pilgrim II. (1195-1204), Patriarch von Aquileia",,1204
cf1836d883,,"Berthold (1218-1251), Graf von Andechs-Meran, Bischof von Kalocsa, Patriarch von Aquileia",1180,1251
a38f4c3e2e,,Volricus de Ostis (1236-1253),,
a8a132a69c,,"Kuno von Falkenstein (1362-1388), Erzbischof von Trier",,1388
0550c2c8a9,,"Gerlach von Nassau (1346-1371), Erzbischof von Mainz",1322,1371
a9922eb382,,"Adolf I. (1197-1249), Graf von der Mark",,1249
b1519f340c,,"Boemund II. von Warsberg (1354-1362), Erzbischof von Trier",1290,1367
08b1072d84,,"Wilhelm von Gennep (1349-1362), Erzbischof von Köln",,1362
78dc9ea4b2,,"Ruprecht I. (1353-1390), Pfalzgraf bei Rhein",1309,1390
3b53f07c89,,"Leopold von Bebenburg (1353-1363), Bischof von Bamberg",,1363
34e9dfb2cd,,"Ruprecht VII. (1355-1390), Graf zu Nassau-Idstein",1340,1390
a9a6dcdc33,,"Magnus II. (1477-1503), Herzog zu Mecklenburg",1441,1503
