id,title,date_earliest,date_latest,thumb_vs,production_country,production_region,production_minting_place,x,y,width,height
27877,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29316/vs_thumb.jpg,Italien,Italia,Rom,556,960,36,40
27878,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29317/vs_thumb.jpg,Italien,Italia,Rom,592,960,38,40
27880,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29319/vs_thumb.jpg,Italien,Italia,Rom,630,960,40,40
27882,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29321/vs_thumb.jpg,Italien,Italia,Rom,670,960,40,40
27885,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29324/vs_thumb.jpg,Frankreich,Gallia,Lyon,710,960,41,40
27886,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29325/vs_thumb.jpg,Italien,Italia,Rom,751,960,42,40
27887,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29326/vs_thumb.jpg,Italien,Italia,Rom,793,960,40,40
27890,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29329/vs_thumb.jpg,Italien,Italia,Rom,833,960,41,40
27892,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29331/vs_thumb.jpg,Italien,Italia,Rom,874,960,44,40
27895,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29334/vs_thumb.jpg,Italien,Italia,Rom,918,960,43,40
27896,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29335/vs_thumb.jpg,Italien,Italia,Rom,961,960,42,40
27897,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29336/vs_thumb.jpg,Italien,Italia,Rom,1003,960,41,40
27898,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29337/vs_thumb.jpg,Italien,Italia,Rom,1044,960,42,40
27900,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29339/vs_thumb.jpg,Italien,Italia,Rom,1086,960,42,40
27902,Römische Kaiserzeit: Bürgerkrieg,68,68,http://ww2.smb.museum/mk_edit/images/n29/29341/vs_thumb.jpg,Frankreich,Gallia,,1128,960,38,40
27903,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29342/vs_thumb.jpg,Italien,Italia,Rom,1166,960,40,40
27904,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29343/vs_thumb.jpg,Italien,Italia,Rom,1206,960,41,40
27905,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29344/vs_thumb.jpg,Italien,Italia,Rom,1247,960,41,40
27906,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29345/vs_thumb.jpg,Frankreich,Gallia,Lyon,1288,960,42,40
27907,Römische Kaiserzeit: Bürgerkrieg,68,68,http://ww2.smb.museum/mk_edit/images/n29/29346/vs_thumb.jpg,Frankreich,Gallia,,1330,960,39,40
27908,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29347/vs_thumb.jpg,Italien,Italia,Rom,1369,960,40,40
27909,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29348/vs_thumb.jpg,Italien,Italia,Rom,1409,960,42,40
27912,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29351/vs_thumb.jpg,Italien,Italia,Rom,1451,960,39,40
27917,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29356/vs_thumb.jpg,Italien,Italia,Rom,1490,960,41,40
27918,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29357/vs_thumb.jpg,Italien,Italia,Rom,1531,960,40,40
27919,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29358/vs_thumb.jpg,Italien,Italia,Rom,1571,960,40,40
27920,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29359/vs_thumb.jpg,Italien,Italia,Rom,1611,960,40,40
27921,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29360/vs_thumb.jpg,Italien,Italia,Rom,1651,960,38,40
27922,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29361/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1689,960,39,40
27923,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29362/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1728,960,41,40
27924,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29363/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1769,960,40,40
27925,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29364/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1809,960,39,40
27926,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29365/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1848,960,40,40
27927,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29366/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1888,960,39,40
27928,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29367/vs_thumb.jpg,Italien,Italia,Rom,1927,960,42,40
27929,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29368/vs_thumb.jpg,Italien,Italia,Rom,1969,960,40,40
27930,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29369/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),0,1000,39,40
27931,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29370/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),39,1000,40,40
27933,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29372/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),79,1000,41,40
27934,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29373/vs_thumb.jpg,Italien,Italia,Rom,120,1000,46,40
27935,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29374/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),166,1000,39,40
27936,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29375/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),205,1000,40,40
27937,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29376/vs_thumb.jpg,Italien,Italia,Rom,245,1000,43,40
27938,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29377/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),288,1000,39,40
27939,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29378/vs_thumb.jpg,Italien,Italia,Rom,327,1000,40,40
27940,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29379/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),367,1000,40,40
27941,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29380/vs_thumb.jpg,Italien,Italia,Rom,407,1000,45,40
27942,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29381/vs_thumb.jpg,Italien,Italia,Rom,452,1000,40,40
27943,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29382/vs_thumb.jpg,Italien,Italia,Rom,492,1000,41,40
27944,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29383/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),533,1000,40,40
27945,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29384/vs_thumb.jpg,Frankreich,Gallia,Lyon,573,1000,41,40
27946,Otho,32,69,http://ww2.smb.museum/mk_edit/images/n29/29385/vs_thumb.jpg,Italien,Italia,Rom,614,1000,40,40
27947,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29386/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),654,1000,40,40
27948,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29387/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),694,1000,40,40
27949,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29388/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),734,1000,40,40
27950,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29389/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),774,1000,41,40
27951,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29390/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),815,1000,40,40
27952,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29391/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),855,1000,40,40
27953,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29392/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),895,1000,40,40
27954,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29393/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),935,1000,39,40
27955,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29394/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),974,1000,40,40
27956,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29395/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1014,1000,40,40
27957,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29396/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1054,1000,40,40
27959,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29398/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1094,1000,40,40
27960,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29399/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1134,1000,40,40
27961,Galba,68,69,http://ww2.smb.museum/mk_edit/images/n29/29040/vs_thumb.jpg,Italien,Italia,Rom,1174,1000,41,40
27962,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29400/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1215,1000,40,40
27963,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29401/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1255,1000,40,40
27964,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29402/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1295,1000,40,40
27965,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29403/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1335,1000,40,40
27966,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29404/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1375,1000,41,40
27967,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29405/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1416,1000,40,40
27968,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29406/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1456,1000,39,40
27969,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29407/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1495,1000,40,40
27970,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29408/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1535,1000,40,40
27971,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29409/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1575,1000,40,40
27972,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29410/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1615,1000,40,40
27973,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29411/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1655,1000,40,40
27974,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29412/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1695,1000,39,40
27975,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29413/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1734,1000,40,40
27976,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29414/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin),1774,1000,40,40
27977,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29415/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1814,1000,40,40
27978,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29416/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1854,1000,40,40
27979,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29417/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1894,1000,40,40
27980,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29418/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1934,1000,40,40
27981,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29419/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),1974,1000,40,40
27982,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29420/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),0,1040,40,40
27983,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29421/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),40,1040,39,40
27984,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n29/29422/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad),79,1040,40,40
27985,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29423/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,119,1040,40,40
27986,Vitellius,62,69,http://ww2.smb.museum/mk_edit/images/n29/29424/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,159,1040,40,40
27987,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29425/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,199,1040,40,40
27988,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29426/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,239,1040,41,40
27990,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29428/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,280,1040,40,40
27991,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29429/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,320,1040,40,40
27995,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29433/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,360,1040,42,40
27996,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29434/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,402,1040,40,40
27997,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29435/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,442,1040,40,40
27998,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29436/vs_thumb.jpg,Spanien,Hispania,Tarragona (Tarraco)?,482,1040,38,40
27999,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29437/vs_thumb.jpg,Frankreich,Gallia,Lyon,520,1040,42,40
28000,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29438/vs_thumb.jpg,Frankreich,Gallia,Lyon,562,1040,39,40
28001,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29439/vs_thumb.jpg,Frankreich,Gallia,Lyon,601,1040,40,40
28002,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29440/vs_thumb.jpg,Frankreich,Gallia,Lyon,641,1040,42,40
28003,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29441/vs_thumb.jpg,Frankreich,Gallia,Lyon,683,1040,43,40
28004,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29442/vs_thumb.jpg,Frankreich,Gallia,Lyon,726,1040,42,40
28005,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29443/vs_thumb.jpg,Frankreich,Gallia,Lyon,768,1040,40,40
28006,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29444/vs_thumb.jpg,Frankreich,Gallia,Lyon,808,1040,42,40
28007,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29445/vs_thumb.jpg,Frankreich,Gallia,Lyon,850,1040,40,40
28008,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29446/vs_thumb.jpg,Frankreich,Gallia,Lyon,890,1040,42,40
28011,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29449/vs_thumb.jpg,Italien,Italia,Rom,932,1040,39,40
28012,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29450/vs_thumb.jpg,Italien,Italia,Rom,971,1040,41,40
28013,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29451/vs_thumb.jpg,Italien,Italia,Rom,1012,1040,40,40
28017,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29455/vs_thumb.jpg,Italien,Italia,Rom,1052,1040,44,40
28020,USA: 2007 George Washington,1949,1799,http://ww2.smb.museum/mk_edit/images/n29/29458/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,1096,1040,41,40
28021,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29459/vs_thumb.jpg,Italien,Italia,Rom,1137,1040,43,40
28022,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29460/vs_thumb.jpg,Italien,Italia,Rom,1180,1040,44,40
28023,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29461/vs_thumb.jpg,Italien,Italia,Rom,1224,1040,38,40
28025,USA: 2007 John Adams,1949,1826,http://ww2.smb.museum/mk_edit/images/n29/29463/vs_thumb.jpg,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,1262,1040,40,40
28026,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29464/vs_thumb.jpg,Italien,Italia,Rom,1302,1040,42,40
28027,USA: 2007 Thomas Jefferson,1949,1826,http://ww2.smb.museum/mk_edit/images/n29/29465/vs_thumb.jpg,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,1344,1040,40,40
28029,USA: 2007 James Madison,1949,1836,http://ww2.smb.museum/mk_edit/images/n29/29467/vs_thumb.jpg,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,1384,1040,40,40
28030,USA: 2008 James Monroe,1949,1831,http://ww2.smb.museum/mk_edit/images/n29/29468/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,1424,1040,41,40
28031,USA: 2008 James Monroe,1949,1831,http://ww2.smb.museum/mk_edit/images/n29/29469/vs_thumb.jpg,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,1465,1040,40,40
28032,USA: 2008 John Quincy Adams,1949,1848,http://ww2.smb.museum/mk_edit/images/n29/29470/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,1505,1040,40,40
28033,USA: 2008 Andrew Jackson,1949,1845,http://ww2.smb.museum/mk_edit/images/n29/29471/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,1545,1040,40,40
28034,USA: 2008 Martin van Buren,1949,1862,http://ww2.smb.museum/mk_edit/images/n29/29472/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,1585,1040,40,40
28035,USA: 2009 William Henry Harrison,1949,1841,http://ww2.smb.museum/mk_edit/images/n29/29473/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,1625,1040,40,40
28036,USA: 2009 John Tyler,1949,1862,http://ww2.smb.museum/mk_edit/images/n29/29474/vs_thumb.jpg,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,1665,1040,40,40
28037,USA: 2009 James K. Polk,1949,1849,http://ww2.smb.museum/mk_edit/images/n29/29475/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,1705,1040,40,40
28039,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29477/vs_thumb.jpg,Italien,Italia,Rom,1745,1040,40,40
28040,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29478/vs_thumb.jpg,Italien,Italia,Rom,1785,1040,41,40
28041,USA: 2009 Zachary Taylor,1949,1850,http://ww2.smb.museum/mk_edit/images/n29/29479/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,1826,1040,40,40
28042,USA: 2010 Millard Fillmore,1949,1874,http://ww2.smb.museum/mk_edit/images/n29/29480/vs_thumb.jpg,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,1866,1040,40,40
28043,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29481/vs_thumb.jpg,Italien,Italia,Rom,1906,1040,40,40
28044,USA: 2010 Franklin Pierce,1949,1869,http://ww2.smb.museum/mk_edit/images/n29/29482/vs_thumb.jpg,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,1946,1040,41,40
28045,USA: 2010 James Buchanan,1949,1868,http://ww2.smb.museum/mk_edit/images/n29/29483/vs_thumb.jpg,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,1987,1040,40,40
28047,USA: 2010 Abraham Lincoln,1949,1865,http://ww2.smb.museum/mk_edit/images/n29/29485/vs_thumb.jpg,Vereinigte Staaten von Amerika,Colorado,Denver,0,1080,40,40
28050,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29488/vs_thumb.jpg,Italien,Italia,Rom,40,1080,42,40
28051,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29489/vs_thumb.jpg,Frankreich,Gallia,Lyon,82,1080,39,40
28052,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29490/vs_thumb.jpg,Italien,Italia,Rom,121,1080,36,40
28053,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29491/vs_thumb.jpg,Frankreich,Gallia,Lyon,157,1080,41,40
28054,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29492/vs_thumb.jpg,Italien,Italia,Rom,198,1080,41,40
28055,Vitellius,62,69,http://ww2.smb.museum/mk_edit/images/n29/29493/vs_thumb.jpg,Italien,Italia,Rom,239,1080,38,40
28056,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29494/vs_thumb.jpg,Frankreich,Gallia,Lyon,277,1080,41,40
28057,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29495/vs_thumb.jpg,Italien,Italia,Rom,318,1080,40,40
28058,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29496/vs_thumb.jpg,Italien,Italia,Rom,358,1080,42,40
28060,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29498/vs_thumb.jpg,Italien,Italia,Rom,400,1080,40,40
28062,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29500/vs_thumb.jpg,Italien,Italia,Rom,440,1080,39,40
28063,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29501/vs_thumb.jpg,Italien,Italia,Rom,479,1080,41,40
28065,Vitellius,62,69,http://ww2.smb.museum/mk_edit/images/n29/29503/vs_thumb.jpg,Italien,Italia,Rom,520,1080,40,40
28066,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29504/vs_thumb.jpg,Italien,Italia,Rom,560,1080,44,40
28067,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29505/vs_thumb.jpg,Italien,Italia,Rom,604,1080,38,40
28068,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29506/vs_thumb.jpg,Italien,Italia,Rom,642,1080,39,40
28073,Vespasianus,9,79,http://ww2.smb.museum/mk_edit/images/n29/29511/vs_thumb.jpg,Italien,Italia,Rom,681,1080,42,40
28077,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29515/vs_thumb.jpg,Italien,Italia,Rom,723,1080,40,40
28078,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29516/vs_thumb.jpg,Italien,Italia,Rom,763,1080,42,40
28079,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29517/vs_thumb.jpg,Italien,Italia,Rom,805,1080,44,40
28080,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29518/vs_thumb.jpg,Italien,Italia,Rom,849,1080,41,40
28081,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29519/vs_thumb.jpg,Italien,Italia,Rom,890,1080,39,40
28082,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29520/vs_thumb.jpg,Italien,Italia,Rom,929,1080,43,40
28083,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29521/vs_thumb.jpg,Italien,Italia,Rom,972,1080,40,40
28084,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29522/vs_thumb.jpg,Italien,Italia,Rom,1012,1080,40,40
28085,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29523/vs_thumb.jpg,Italien,Italia,Rom,1052,1080,41,40
28086,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29524/vs_thumb.jpg,Italien,Italia,Rom,1093,1080,41,40
28087,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29525/vs_thumb.jpg,Italien,Italia,Rom,1134,1080,42,40
28088,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29526/vs_thumb.jpg,Italien,Italia,Rom,1176,1080,41,40
28089,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29527/vs_thumb.jpg,Italien,Italia,Rom,1217,1080,38,40
28090,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29528/vs_thumb.jpg,Italien,Italia,Rom,1255,1080,40,40
28091,Vitellius,69,69,http://ww2.smb.museum/mk_edit/images/n29/29529/vs_thumb.jpg,Italien,Italia,Rom,1295,1080,40,40
