id,title,date_earliest,date_latest,production_country,production_region,production_minting_place,diameter,weight,production_material,production_technique,nominal
30479,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.77,Silver,struck,1/3 Taler (8 Groschen)
30480,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.30,Silver,struck,1/3 Taler (8 Groschen)
30481,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.64,Silver,struck,1/3 Taler (8 Groschen)
30482,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.72,Silver,struck,1/3 Taler (8 Groschen)
30483,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.76,Silver,struck,12 Mariengroschen (1/3 Taler)
30484,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.72,Silver,struck,12 Mariengroschen (1/3 Taler)
30485,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.89,Silver,struck,12 Mariengroschen (1/3 Taler)
30486,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.89,Silver,struck,12 Mariengroschen (1/3 Taler)
30487,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.24,Silver,struck,12 Mariengroschen (1/3 Taler)
30488,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.03,Silver,struck,12 Mariengroschen (1/3 Taler)
30489,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.13,Silver,struck,12 Mariengroschen (1/3 Taler)
30490,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.20,Silver,struck,12 Mariengroschen (1/3 Taler)
30491,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.10,Silver,struck,12 Mariengroschen (1/3 Taler)
30493,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.95,Silver,struck,12 Mariengroschen (1/3 Taler)
30494,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,29,8.76,Silver,struck,12 Mariengroschen (1/3 Taler)
30496,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.17,Silver,struck,12 Mariengroschen (1/3 Taler)
30499,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.73,Silver,struck,12 Mariengroschen (1/3 Taler)
30502,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.94,Silver,struck,12 Mariengroschen (1/3 Taler)
30504,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.99,Silver,struck,12 Mariengroschen (1/3 Taler)
30506,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.20,Silver,struck,12 Mariengroschen (1/3 Taler)
30509,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.34,Silver,struck,12 Mariengroschen (1/3 Taler)
30514,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.86,Silver,struck,12 Mariengroschen (1/3 Taler)
30515,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.53,Silver,struck,12 Mariengroschen (1/3 Taler)
30516,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.04,Silver,struck,12 Mariengroschen (1/3 Taler)
30518,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),31,5.97,Silver,struck,Zwölfgröscher
30519,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),31,5.30,Silver,struck,Zwölfgröscher
30520,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),32,6.07,Silver,struck,Zwölfgröscher
30521,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),32,6.38,Silver,struck,Zwölfgröscher
30522,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),31,6.52,Silver,struck,Zwölfgröscher
30523,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),31,6.59,Silver,struck,Zwölfgröscher
30524,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),32,6.49,Silver,struck,Zwölfgröscher
30525,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),32,6.72,Silver,struck,Zwölfgröscher
30526,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),31,6.41,Silver,struck,Zwölfgröscher
30527,Brandenburg-Preußen: Georg Wilhelm,1620,1640,Deutschland,Brandenburg,Berlin,28,7.08,Silver,struck,Achtgröscher
30528,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,28,5.35,Silver,struck,Achtgröscher
30529,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Deutschland,Brandenburg,Berlin,28,5.75,Silver,struck,Achtgröscher
30530,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,28,5.49,Silver,struck,Achtgröscher
30531,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,28,5.23,Silver,struck,Achtgröscher
30532,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,28,6.86,Silver,struck,Achtgröscher
30533,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,29,5.40,Silver,struck,Achtgröscher
30534,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,28,5.55,Silver,struck,Achtgröscher
30535,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,28,5.34,Silver,struck,Achtgröscher
30536,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),26,4.54,Silver,struck,24 Kreuzer
30537,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,28,5.48,Silver,struck,Sechsgröscher
30538,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,27,4.72,Silver,struck,Sechsgröscher
30539,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.89,Silver,struck,Sechsgröscher
30540,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),26,3.94,Silver,struck,Sechsgröscher
30541,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,4.31,Silver,struck,Sechsgröscher
30542,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),21,3.51,Silver,struck,Sechsgröscher
30543,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.54,Silver,struck,Sechsgröscher
30544,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.36,Silver,struck,Sechsgröscher
30545,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.24,Silver,struck,Sechsgröscher
30546,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,4.48,Silver,struck,Sechsgröscher
30547,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.10,Silver,struck,Sechsgröscher
30548,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),26,4.18,Silver,struck,Sechsgröscher
30549,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.57,Silver,struck,Sechsgröscher
30550,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),24,4.38,Silver,struck,Sechsgröscher
30551,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.39,Silver,struck,Sechsgröscher
30552,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,4.10,Silver,struck,Sechsgröscher
30553,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.79,Silver,struck,Sechsgröscher
30554,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.61,Silver,struck,Sechsgröscher
30555,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.31,Silver,struck,Sechsgröscher
30556,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.65,Silver,struck,Sechsgröscher
30557,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.96,Silver,struck,Sechsgröscher
30558,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.99,Silver,struck,Sechsgröscher
30559,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),24,4.01,Silver,struck,Sechsgröscher
30560,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.81,Silver,struck,Sechsgröscher
30561,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),26,3.67,Silver,struck,Sechsgröscher
30579,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),24,2.70,Silver,struck,Sechsgröscher
30580,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,2.71,Silver,struck,Sechsgröscher
30581,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),24,3.57,Silver,struck,Sechsgröscher
30582,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,4.70,Silver,struck,Sechsgröscher
30583,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.56,Silver,struck,Sechsgröscher
30584,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),25,3.16,Silver,struck,Sechsgröscher
30585,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),26,3.29,Silver,struck,Sechsgröscher
30586,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),27,3.46,Silver,struck,Sechsgröscher
30587,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),27,3.23,Silver,struck,Sechsgröscher
30588,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),27,3.33,Silver,struck,Sechsgröscher
30589,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),26,3.62,Silver,struck,Sechsgröscher
30590,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),27,2.98,Silver,struck,Sechsgröscher
30591,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),27,2.76,Silver,struck,Sechsgröscher
30592,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),26,3.33,Silver,struck,Sechsgröscher
30593,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),26,3.15,Silver,struck,Sechsgröscher
30594,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),28,3.05,Silver,struck,Sechsgröscher
30595,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),27,3.24,Silver,struck,Sechsgröscher
30596,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),26,3.17,Silver,struck,Sechsgröscher
30598,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),26,3.25,Silver,struck,Sechsgröscher
30600,Brandenburg-Preußen: Georg Wilhelm,1620,1640,Deutschland,Brandenburg,Berlin,28,3.50,Silver,struck,Viergröscher
30603,Brandenburg-Preußen: Georg Wilhelm,1620,1640,Deutschland,Brandenburg,Berlin,28,3.85,Silver,struck,Viergröscher
30606,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,27,2.93,Silver,struck,Viergröscher
30607,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Berlin,27,3.36,Silver,struck,Viergröscher
30609,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,1.96,Silver,struck,Dreigröscher
30611,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),22,2.17,Silver,struck,Dreigröscher
30616,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,2.10,Silver,struck,Dreigröscher
30618,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,2.06,Silver,struck,Dreigröscher
30619,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,2.17,Silver,struck,Dreigröscher
30620,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,1.86,Silver,struck,Dreigröscher
30621,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,2.21,Silver,struck,Dreigröscher
30622,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,1.91,Silver,struck,Dreigröscher
30623,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,1.53,Silver,struck,Dreigröscher
30624,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,1.83,Silver,struck,Dreigröscher
30625,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,2.26,Silver,struck,Dreigröscher
30626,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,1.80,Silver,struck,Dreigröscher
30627,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,2.21,Silver,struck,Dreigröscher
30628,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),22,1.86,Silver,struck,Dreigröscher
30629,Brandenburg-Preußen: Georg Wilhelm,1621,1640,Deutschland,Brandenburg,Cölln (Berlin),23,1.62,Silver,struck,Dreigröscher
30630,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),22,2.03,Silver,struck,Dreigröscher
30631,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.15,Silver,struck,Dreigröscher
30632,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),22,2.23,Silver,struck,Dreigröscher
30633,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),22,1.82,Silver,struck,Dreigröscher
30634,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.72,Silver,struck,Dreigröscher
30635,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),22,1.89,Silver,struck,Dreigröscher
30636,Brandenburg-Preußen: Georg Wilhelm,1622,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),22,1.73,Silver,struck,Dreigröscher
30637,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.22,Silver,struck,Dreigröscher
30638,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.18,Silver,struck,Dreigröscher
30651,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.79,Silver,struck,12 Mariengroschen (1/3 Taler)
30652,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.73,Silver,struck,12 Mariengroschen (1/3 Taler)
30653,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.43,Silver,struck,12 Mariengroschen (1/3 Taler)
30654,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.21,Silver,struck,12 Mariengroschen (1/3 Taler)
30655,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.20,Silver,struck,12 Mariengroschen (1/3 Taler)
30656,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,9.04,Silver,struck,12 Mariengroschen (1/3 Taler)
30657,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.54,Silver,struck,12 Mariengroschen (1/3 Taler)
30658,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.25,Silver,struck,12 Mariengroschen (1/3 Taler)
30659,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.22,Silver,struck,12 Mariengroschen (1/3 Taler)
30661,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.06,Silver,struck,12 Mariengroschen (1/3 Taler)
30662,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.30,Silver,struck,12 Mariengroschen (1/3 Taler)
30663,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.25,Silver,struck,12 Mariengroschen (1/3 Taler)
30665,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.94,Silver,struck,12 Mariengroschen (1/3 Taler)
30666,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.06,Silver,struck,12 Mariengroschen (1/3 Taler)
30668,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.95,Silver,struck,12 Mariengroschen (1/3 Taler)
30669,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.87,Silver,struck,12 Mariengroschen (1/3 Taler)
30672,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.37,Silver,struck,12 Mariengroschen (1/3 Taler)
30673,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.67,Silver,struck,12 Mariengroschen (1/3 Taler)
30674,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.04,Silver,struck,12 Mariengroschen (1/3 Taler)
30676,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.28,Silver,struck,12 Mariengroschen (1/3 Taler)
30678,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.15,Silver,struck,12 Mariengroschen (1/3 Taler)
30679,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.15,Silver,struck,12 Mariengroschen (1/3 Taler)
30680,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.83,Silver,struck,12 Mariengroschen (1/3 Taler)
30681,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.45,Silver,struck,12 Mariengroschen (1/3 Taler)
30682,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,7.97,Silver,struck,12 Mariengroschen (1/3 Taler)
30683,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,30,8.40,Silver,struck,12 Mariengroschen (1/3 Taler)
30684,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,25,5.27,Silver,struck,1/6 Taler
30685,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,25,5.44,Silver,struck,1/6 Taler
30686,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,25,3.80,Silver,struck,1/6 Taler
30687,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,26,4.58,Silver,struck,1/6 Taler
30688,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,26,4.49,Silver,struck,1/6 Taler
30689,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,25,4.76,Silver,struck,6 Mariengroschen (1/6 Taler)
30690,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,25,4.65,Silver,struck,6 Mariengroschen (1/6 Taler)
30691,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen,Dresden,25,4.36,Silver,struck,6 Mariengroschen (1/6 Taler)
30692,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),23,3.24,Silver,struck,1/12 Taler
30694,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,20,1.84,Billon,struck,1/24 Taler (Groschen)
30697,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,20,1.72,Billon,struck,1/24 Taler (Groschen)
30698,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,20,1.79,Billon,struck,1/24 Taler (Groschen)
30701,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,20,1.86,Billon,struck,1/24 Taler (Groschen)
30702,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),21,2.18,Billon,struck,1/24 Taler (Groschen)
30703,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,21,1.94,Billon,struck,1/24 Taler (Groschen)
30705,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,21,1.88,Billon,struck,1/24 Taler (Groschen)
30708,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,21,2.01,Billon,struck,1/24 Taler (Groschen)
30709,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,21,2.16,Billon,struck,1/24 Taler (Groschen)
30711,Preußen: Friedrich II.,1712,1786,Deutschland,,,21,1.87,Billon,struck,1/24 Taler (Groschen)
30713,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,19,1.16,Billon,struck,1/48 Taler (6 Pfennige)
30714,Preußen: Friedrich II.,1712,1786,Deutschland,,,19,1.31,Billon,struck,1/48 Taler (6 Pfennige)
30715,Preußen: Friedrich II.,1712,1786,Deutschland,,,18,1.30,Billon,struck,1/48 Taler (6 Pfennige)
30716,Preußen: Friedrich II.,1712,1786,Deutschland,,,18,1.02,Billon,struck,1/48 Taler (6 Pfennige)
30739,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),22,2.28,Silver,struck,Dreigröscher
30740,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,1.99,Silver,struck,Dreigröscher
30741,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),22,1.92,Silver,struck,Dreigröscher
30742,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),24,2.40,Silver,struck,Dreigröscher
30743,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.24,Silver,struck,Dreigröscher
30744,Brandenburg-Preußen: Georg Wilhelm,1623,1640,Polen,Neumark,Crossen (Krosno Odrzańskie),23,2.05,Silver,struck,Dreigröscher
30745,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,27,5.31,Billon,struck,Achtzehngröscher
30746,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,27,5.70,Billon,struck,Achtzehngröscher
30747,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,27,5.87,Billon,struck,Achtzehngröscher
30748,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,27,5.98,Billon,struck,Achtzehngröscher
30749,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,28,5.63,Billon,struck,Achtzehngröscher
30750,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,27,5.80,Billon,struck,Achtzehngröscher
30751,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,27,5.64,Billon,struck,Achtzehngröscher
30752,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,28,5.88,Billon,struck,Achtzehngröscher
30753,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,28,5.50,Billon,struck,Achtzehngröscher
30754,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,27,5.88,Billon,struck,Achtzehngröscher
30755,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,27,6.01,Billon,struck,Achtzehngröscher
30756,Preußen: Friedrich II.,1712,1786,Polen,Schlesien,Breslau (Wrocław),28,5.97,Billon,struck,Achtzehnkreuzer (Tympf)
30757,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,28,5.46,Billon,struck,Achtzehngröscher
30758,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,28,5.29,Billon,struck,Achtzehngröscher
30759,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.77,Billon,struck,Sechsgröscher
30760,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,2.56,Billon,struck,Sechsgröscher
30761,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,2.78,Billon,struck,Sechsgröscher
30762,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.35,Billon,struck,Sechsgröscher
30763,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.63,Billon,struck,Sechsgröscher
30764,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,22,2.68,Billon,struck,Sechsgröscher
30765,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.66,Billon,struck,Sechsgröscher
30766,Preußen: Friedrich II.,1712,1786,Deutschland,Nordrhein-Westfalen,Kleve,23,2.67,Billon,struck,Sechsgröscher
