id,title,subdivision,diameter,weight,date_earliest,date_latest,production_country,production_region,production_minting_place,production_material,finding_country,x,y,width
25404,Metapont,"Griechen, Archaik und Klassik",22,7.69,-400,-340,Italy,Lukanien,Metapont,Silver,,885,400,42
25405,Metapont,"Griechen, Archaik und Klassik",21,7.73,-400,-340,Italy,Lukanien,Metapont,Silver,,927,400,40
25406,Metapont,"Griechen, Archaik und Klassik",22,8.07,-400,-340,Italy,Lukanien,Metapont,Silver,,967,400,39
25407,Metapont,"Griechen, Archaik und Klassik",21,7.83,-400,-340,Italy,Lukanien,Metapont,Silver,,1006,400,37
25408,Metapont,"Griechen, Archaik und Klassik",21,8.04,-400,-340,Italy,Lukanien,Metapont,Silver,,1043,400,40
25409,Metapont,"Griechen, Archaik und Klassik",21,7.75,-400,-340,Italy,Lukanien,Metapont,Silver,,1083,400,42
25410,Metapont,"Griechen, Archaik und Klassik",22,7.56,-400,-340,Italy,Lukanien,Metapont,Silver,,1125,400,39
25411,Metapont,"Griechen, Archaik und Klassik",21,6.84,-400,-340,Italy,Lukanien,Metapont,Silver,,1164,400,39
25412,Metapont,"Griechen, Archaik und Klassik",21,7.95,-400,-340,Italy,Lukanien,Metapont,Silver,,1203,400,40
25413,Metapont,"Griechen, Archaik und Klassik",22,7.67,-400,-340,Italy,Lukanien,Metapont,Silver,,1243,400,38
25414,Metapont,"Griechen, Archaik und Klassik",21,7.52,-400,-340,Italy,Lukanien,Metapont,Silver,,1281,400,36
25415,Thurioi,"Griechen, Archaik und Klassik",21,7.95,-410,-400,Italy,Lukanien,Thurioi,Silver,,1317,400,39
25416,Thurioi,"Griechen, Archaik und Klassik",21,7.86,-400,-350,Italy,Lukanien,Thurioi,Silver,,1356,400,41
25417,Thurioi,"Griechen, Archaik und Klassik",19,7.69,-400,-350,Italy,Lukanien,Thurioi,Silver,,1397,400,41
25418,Thurioi,"Griechen, Archaik und Klassik",20,7.85,-400,-350,Italy,Lukanien,Thurioi,Silver,,1438,400,40
25425,Akragas,"Griechen, Archaik und Klassik",26,17.54,-464,-450,Italy,Sizilien,Akragas,Silver,,1478,400,40
25426,Nero,Römische Kaiserzeit,28,11.58,65,65,Italy,Italia,Rom,Bronze,,1518,400,41
25427,Nero,Römische Kaiserzeit,28,11.08,65,65,Italy,Italia,Rom,Bronze,,1559,400,40
25428,Nero,Römische Kaiserzeit,27,11.29,65,65,Italy,Italia,Rom,Bronze,,1599,400,39
25429,Nero,Römische Kaiserzeit,28,10.23,65,65,Italy,Italia,Rom,Bronze,,1638,400,40
25430,Nero,Römische Kaiserzeit,28,10.46,65,65,Italy,Italia,Rom,Bronze,,1678,400,40
25433,Thurioi,"Griechen, Archaik und Klassik",19-23,7.68,-400,-350,Italy,Lukanien,Thurioi,Silver,,1718,400,42
25435,Thurioi,"Griechen, Archaik und Klassik",19-23,7.87,-400,-350,Italy,Lukanien,Thurioi,Silver,,1760,400,43
25437,Thurioi,"Griechen, Archaik und Klassik",22,7.80,-400,-350,Italy,Lukanien,Thurioi,Silver,,1803,400,43
25438,Thurioi,"Griechen, Archaik und Klassik",21,7.86,-400,-350,Italy,Lukanien,Thurioi,Silver,,1846,400,42
25441,Thurioi,"Griechen, Archaik und Klassik",20,7.73,-400,-350,Italy,Lukanien,Thurioi,Silver,,1888,400,38
25442,Thurioi,"Griechen, Archaik und Klassik",21,7.69,-400,-350,Italy,Lukanien,Thurioi,Silver,,1926,400,43
25452,Herakleia,"Griechen, Archaik und Klassik",22,7.78,-420,-390,Italy,Lukanien,Herakleia in Lucania,Silver,,1969,400,38
25453,Herakleia,"Griechen, Archaik und Klassik",23,7.98,-420,-390,Italy,Lukanien,Herakleia in Lucania,Silver,,0,440,38
25456,Herakleia,"Griechen, Archaik und Klassik",22,7.02,-420,-390,Italy,Lukanien,Herakleia in Lucania,Silver,,38,440,38
25466,Chios,"Griechen, Römische Kaiserzeit",18,2.90,54,68,Greece,Ionische Inseln,Chios,Silver,,76,440,39
25482,Katane,"Griechen, Archaik und Klassik",26,16.94,-405,-405,Italy,Sizilien,Katane,Silver,,115,440,43
25484,Katane,"Griechen, Archaik und Klassik",24-29,17.26,-405,-405,Italy,Sizilien,Katane,Silver,,158,440,39
25485,Katane,"Griechen, Archaik und Klassik",25,16.62,-405,-405,Italy,Sizilien,Katane,Silver,,197,440,38
25489,Katane,"Griechen, Archaik und Klassik",24-27,16.75,-405,-405,Italy,Sizilien,Katane,Silver,,235,440,40
25490,Katane,"Griechen, Archaik und Klassik",27,16.90,-405,-405,Italy,Sizilien,Katane,Silver,,275,440,43
25494,Katane,"Griechen, Archaik und Klassik",28,17.02,-405,-405,Italy,Sizilien,Katane,Silver,,318,440,38
25501,Syria: Traianus,"Griechen, Römische Kaiserzeit",17,3.96,98,99,Italy,Italia,Rom,Bronze,,356,440,40
25502,Syria: Traianus,"Griechen, Römische Kaiserzeit",16,3.10,98,99,Italy,Italia,Rom,Bronze,,396,440,41
25505,Preußen: Friedrich II.,18. Jh.,31,11.32,1750,1750,Germany,Brandenburg,Berlin,Silver,,437,440,39
25506,Preußen: Friedrich II.,18. Jh.,31,10.95,1750,1750,Germany,Brandenburg,Berlin,Silver,,476,440,40
25507,Preußen: Friedrich II.,18. Jh.,31,11.38,1750,1750,Germany,Brandenburg,Berlin,Silver,,516,440,40
25508,Preußen: Friedrich II.,18. Jh.,31,11.36,1750,1750,Germany,Brandenburg,Berlin,Silver,,556,440,40
25509,Preußen: Friedrich II.,18. Jh.,30,11.71,1750,1750,Germany,Brandenburg,Berlin,Silver,,596,440,40
25510,Preußen: Friedrich II.,18. Jh.,32,10.92,1751,1751,Poland,Schlesien,Breslau (Wrocław),Silver,,636,440,41
25511,Preußen: Friedrich II.,18. Jh.,33,10.95,1751,1751,Poland,Schlesien,Breslau (Wrocław),Silver,,677,440,40
25512,Preußen: Friedrich II.,18. Jh.,32,11.06,1751,1751,Poland,Schlesien,Breslau (Wrocław),Silver,,717,440,41
25513,Preußen: Friedrich II.,18. Jh.,33,11.01,1752,1752,Poland,Schlesien,Breslau (Wrocław),Silver,,758,440,40
25514,Preußen: Friedrich II.,18. Jh.,29,5.39,1750,1750,Germany,Brandenburg,Berlin,Silver,,798,440,40
25515,Preußen: Friedrich II.,18. Jh.,26,5.54,1750,1750,Germany,Brandenburg,Berlin,Silver,,838,440,39
25516,Preußen: Friedrich II.,18. Jh.,27,5.36,1750,1750,Germany,Brandenburg,Berlin,Silver,,877,440,40
25517,Preußen: Friedrich II.,18. Jh.,28,5.47,1751,1751,Poland,Schlesien,Breslau (Wrocław),Silver,,917,440,39
25518,Preußen: Friedrich II.,18. Jh.,30,8.71,1753,1753,Germany,Brandenburg,Berlin,Silver,,956,440,40
25519,Preußen: Friedrich II.,18. Jh.,30,8.65,1753,1753,Germany,Brandenburg,Berlin,Silver,Germany,996,440,39
25520,Preußen: Friedrich II.,18. Jh.,31,8.57,1753,1753,Germany,Brandenburg,Berlin,Silver,,1035,440,40
25521,Preußen: Friedrich II.,18. Jh.,31,8.51,1753,1753,Germany,Brandenburg,Berlin,Silver,Germany,1075,440,40
25522,Preußen: Friedrich II.,18. Jh.,31,8.49,1754,1754,Germany,Brandenburg,Berlin,Silver,,1115,440,40
25523,Preußen: Friedrich II.,18. Jh.,32,8.60,1756,1756,Germany,Brandenburg,Berlin,Silver,,1155,440,40
25524,Preußen: Friedrich II.,18. Jh.,31,7.95,1757,1757,Germany,Brandenburg,Berlin,Silver,,1195,440,39
25525,Preußen: Friedrich II.,18. Jh.,32,7.00,1757,1757,Germany,Brandenburg,Berlin,Silver,,1234,440,40
25526,Preußen: Friedrich II.,18. Jh.,36,8.71,1754,1754,Germany,Friesland,Aurich,Silver,,1274,440,34
25527,Preußen: Friedrich II.,18. Jh.,25,5.37,1751,1751,Germany,Brandenburg,Berlin,Silver,,1308,440,40
25528,Preußen: Friedrich II.,18. Jh.,25,5.58,1751,1751,Germany,Brandenburg,Berlin,Silver,Germany,1348,440,40
25529,Preußen: Friedrich II.,18. Jh.,25,5.12,1751,1751,Germany,Brandenburg,Berlin,Silver,,1388,440,40
25530,Preußen: Friedrich II.,18. Jh.,25,5.30,1751,1751,Germany,Brandenburg,Berlin,Silver,,1428,440,40
25531,Preußen: Friedrich II.,18. Jh.,25,5.33,1751,1751,Germany,Brandenburg,Berlin,Silver,Germany,1468,440,40
25532,Preußen: Friedrich II.,18. Jh.,25,5.49,1751,1751,Germany,Brandenburg,Berlin,Silver,,1508,440,40
25533,Preußen: Friedrich II.,18. Jh.,26,5.68,1751,1751,Germany,Brandenburg,Berlin,Silver,Germany,1548,440,40
25534,Preußen: Friedrich II.,18. Jh.,25,5.30,1751,1751,Germany,Brandenburg,Berlin,Silver,,1588,440,39
25535,Preußen: Friedrich II.,18. Jh.,25,5.51,1751,1751,Germany,Brandenburg,Berlin,Silver,Germany,1627,440,40
25536,Preußen: Friedrich II.,18. Jh.,25,5.73,1752,1752,Germany,Brandenburg,Berlin,Silver,,1667,440,40
25537,Preußen: Friedrich II.,18. Jh.,25,5.79,1752,1752,Germany,Brandenburg,Berlin,Silver,Germany,1707,440,40
25538,Preußen: Friedrich II.,18. Jh.,25,5.62,1752,1752,Germany,Brandenburg,Berlin,Silver,Germany,1747,440,40
25539,Preußen: Friedrich II.,18. Jh.,25,5.44,1752,1752,Germany,Brandenburg,Berlin,Silver,,1787,440,39
25540,Preußen: Friedrich II.,18. Jh.,25,5.18,1752,1752,Germany,Brandenburg,Berlin,Silver,Germany,1826,440,40
25541,Preußen: Friedrich II.,18. Jh.,25,5.03,1752,1752,Germany,Brandenburg,Berlin,Silver,Germany,1866,440,40
25542,Preußen: Friedrich II.,18. Jh.,25,5.55,1752,1752,Germany,Brandenburg,Berlin,Silver,,1906,440,40
25543,Preußen: Friedrich II.,18. Jh.,24,4.06,1756,1756,Germany,Brandenburg,Berlin,Silver,,1946,440,39
25544,Preußen: Friedrich II.,18. Jh.,27,5.23,1750,1750,Poland,Schlesien,Breslau (Wrocław),Silver,Germany,0,480,37
25545,Preußen: Friedrich II.,18. Jh.,27,5.44,1751,1751,Poland,Schlesien,Breslau (Wrocław),Silver,,37,480,38
25546,Preußen: Friedrich II.,18. Jh.,32,10.92,1767,1767,Poland,Schlesien,Breslau (Wrocław),Silver,,75,480,40
25547,Preußen: Friedrich II.,18. Jh.,33,10.96,1764,1764,Germany,Sachsen-Anhalt,Magdeburg,Silver,,115,480,40
25548,Preußen: Friedrich II.,18. Jh.,33,11.11,1765,1765,Germany,Sachsen-Anhalt,Magdeburg,Silver,,155,480,39
25549,Preußen: Friedrich II.,18. Jh.,29,8.22,1764,1764,Germany,Brandenburg,Berlin,Silver,,194,480,40
25550,Preußen: Friedrich II.,18. Jh.,29,8.28,1770,1770,Germany,Brandenburg,Berlin,Silver,,234,480,39
25551,Preußen: Friedrich II.,18. Jh.,29,8.23,1770,1770,Germany,Brandenburg,Berlin,Silver,,273,480,39
25552,Preußen: Friedrich II.,18. Jh.,30,8.20,1770,1770,Germany,Brandenburg,Berlin,Silver,,312,480,40
25553,Preußen: Friedrich II.,18. Jh.,29,8.24,1771,1771,Germany,Brandenburg,Berlin,Silver,,352,480,40
25554,Preußen: Friedrich II.,18. Jh.,29,8.21,1772,1772,Germany,Brandenburg,Berlin,Silver,,392,480,40
25555,Preußen: Friedrich II.,18. Jh.,29,8.22,1772,1772,Germany,Brandenburg,Berlin,Silver,,432,480,40
25556,Preußen: Friedrich II.,18. Jh.,29,8.27,1772,1772,Germany,Brandenburg,Berlin,Silver,,472,480,40
25557,Preußen: Friedrich II.,18. Jh.,29,8.28,1772,1772,Germany,Brandenburg,Berlin,Silver,,512,480,40
25558,Preußen: Friedrich II.,18. Jh.,29,8.28,1772,1772,Germany,Brandenburg,Berlin,Silver,,552,480,40
25559,Preußen: Friedrich II.,18. Jh.,29,8.30,1772,1772,Germany,Brandenburg,Berlin,Silver,,592,480,40
25560,Preußen: Friedrich II.,18. Jh.,30,8.27,1772,1772,Germany,Brandenburg,Berlin,Silver,,632,480,40
25561,Preußen: Friedrich II.,18. Jh.,29,8.23,1772,1772,Germany,Brandenburg,Berlin,Silver,,672,480,39
25562,Preußen: Friedrich II.,18. Jh.,29,8.26,1773,1773,Germany,Brandenburg,Berlin,Silver,,711,480,39
25563,Preußen: Friedrich II.,18. Jh.,30,8.27,1773,1773,Germany,Brandenburg,Berlin,Silver,,750,480,40
25564,Preußen: Friedrich II.,18. Jh.,29,8.21,1774,1774,Germany,Brandenburg,Berlin,Silver,,790,480,39
25565,Preußen: Friedrich II.,18. Jh.,29,8.22,1774,1774,Germany,Brandenburg,Berlin,Silver,,829,480,40
25566,Preußen: Friedrich II.,18. Jh.,29,7.74,1774,1774,Germany,Brandenburg,Berlin,Silver,,869,480,39
25567,Preußen: Friedrich II.,18. Jh.,29,8.14,1774,1774,Germany,Brandenburg,Berlin,Silver,,908,480,40
25568,Preußen: Friedrich II.,18. Jh.,30,8.22,1765,1765,Poland,Schlesien,Breslau (Wrocław),Silver,,948,480,40
25569,Preußen: Friedrich II.,18. Jh.,30,8.21,1765,1765,Poland,Schlesien,Breslau (Wrocław),Silver,,988,480,40
25570,Preußen: Friedrich II.,18. Jh.,31,8.04,1767,1767,Poland,Schlesien,Breslau (Wrocław),Silver,,1028,480,40
25571,Preußen: Friedrich II.,18. Jh.,31,8.25,1767,1767,Poland,Schlesien,Breslau (Wrocław),Silver,,1068,480,39
25572,Preußen: Friedrich II.,18. Jh.,31,8.31,1767,1767,Poland,Schlesien,Breslau (Wrocław),Silver,,1107,480,40
25573,Preußen: Friedrich II.,18. Jh.,30,8.25,1767,1767,Poland,Schlesien,Breslau (Wrocław),Silver,,1147,480,39
25574,Preußen: Friedrich II.,18. Jh.,31,8.24,1768,1768,Poland,Schlesien,Breslau (Wrocław),Silver,,1186,480,39
25575,Preußen: Friedrich II.,18. Jh.,31,8.26,1768,1768,Poland,Schlesien,Breslau (Wrocław),Silver,,1225,480,39
25576,Preußen: Friedrich II.,18. Jh.,30,7.85,1768,1768,Poland,Schlesien,Breslau (Wrocław),Silver,,1264,480,40
25577,Preußen: Friedrich II.,18. Jh.,30,8.09,1768,1768,Poland,Schlesien,Breslau (Wrocław),Silver,,1304,480,40
25578,Preußen: Friedrich II.,18. Jh.,30,8.22,1768,1768,Poland,Schlesien,Breslau (Wrocław),Silver,,1344,480,40
25579,Preußen: Friedrich II.,18. Jh.,30,8.20,1769,1769,Poland,Schlesien,Breslau (Wrocław),Silver,,1384,480,40
25580,Preußen: Friedrich II.,18. Jh.,30,8.19,1769,1769,Poland,Schlesien,Breslau (Wrocław),Silver,,1424,480,40
25581,Preußen: Friedrich II.,18. Jh.,30,7.81,1769,1769,Poland,Schlesien,Breslau (Wrocław),Silver,,1464,480,39
25582,Preußen: Friedrich II.,18. Jh.,30,8.14,1769,1769,Poland,Schlesien,Breslau (Wrocław),Silver,,1503,480,39
25583,Preußen: Friedrich II.,18. Jh.,31,8.20,1769,1769,Poland,Schlesien,Breslau (Wrocław),Silver,,1542,480,39
25595,Preußen: Friedrich II.,18. Jh.,30,8.19,1770,1770,Poland,Schlesien,Breslau (Wrocław),Silver,,1581,480,40
25597,Preußen: Friedrich II.,18. Jh.,30,8.19,1770,1770,Poland,Schlesien,Breslau (Wrocław),Silver,,1621,480,40
25598,Preußen: Friedrich II.,18. Jh.,30,8.26,1770,1770,Poland,Schlesien,Breslau (Wrocław),Silver,,1661,480,39
25600,Preußen: Friedrich II.,18. Jh.,31,8.11,1771,1771,Poland,Schlesien,Breslau (Wrocław),Silver,,1700,480,39
25602,Preußen: Friedrich II.,18. Jh.,31,8.17,1771,1771,Poland,Schlesien,Breslau (Wrocław),Silver,,1739,480,40
25603,Preußen: Friedrich II.,18. Jh.,30,8.24,1772,1772,Poland,Schlesien,Breslau (Wrocław),Silver,,1779,480,39
25605,Preußen: Friedrich II.,18. Jh.,30,8.24,1772,1772,Poland,Schlesien,Breslau (Wrocław),Silver,,1818,480,39
25606,Preußen: Friedrich II.,18. Jh.,30,8.27,1772,1772,Poland,Schlesien,Breslau (Wrocław),Silver,,1857,480,41
25607,Preußen: Friedrich II.,18. Jh.,30,8.21,1772,1772,Poland,Schlesien,Breslau (Wrocław),Silver,,1898,480,40
25608,Preußen: Friedrich II.,18. Jh.,30,8.28,1772,1772,Poland,Schlesien,Breslau (Wrocław),Silver,,1938,480,39
25609,Preußen: Friedrich II.,18. Jh.,30,8.23,1772,1772,Poland,Schlesien,Breslau (Wrocław),Silver,,0,520,40
25610,Preußen: Friedrich II.,18. Jh.,30,8.14,1772,1772,Poland,Schlesien,Breslau (Wrocław),Silver,,40,520,38
25611,Preußen: Friedrich II.,18. Jh.,30,8.17,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,78,520,39
25612,Preußen: Friedrich II.,18. Jh.,30,8.28,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,117,520,40
25613,Preußen: Friedrich II.,18. Jh.,29,8.21,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,157,520,39
25614,Preußen: Friedrich II.,18. Jh.,30,8.21,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,196,520,39
25615,Preußen: Friedrich II.,18. Jh.,30,8.23,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,235,520,40
25616,Preußen: Friedrich II.,18. Jh.,30,8.18,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,275,520,39
25617,Preußen: Friedrich II.,18. Jh.,29,8.27,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,314,520,39
25618,Preußen: Friedrich II.,18. Jh.,29,8.31,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,353,520,39
25619,Preußen: Friedrich II.,18. Jh.,29,8.25,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,392,520,39
25620,Preußen: Friedrich II.,18. Jh.,30,8.20,1773,1773,Poland,Schlesien,Breslau (Wrocław),Silver,,431,520,40
25621,Preußen: Friedrich II.,18. Jh.,30,8.22,1774,1774,Poland,Schlesien,Breslau (Wrocław),Silver,,471,520,40
25622,Preußen: Friedrich II.,18. Jh.,30,8.28,1774,1774,Poland,Schlesien,Breslau (Wrocław),Silver,,511,520,40
25623,Preußen: Friedrich II.,18. Jh.,30,8.29,1774,1774,Poland,Schlesien,Breslau (Wrocław),Silver,,551,520,39
25624,Preußen: Friedrich II.,18. Jh.,30,8.20,1775,1775,Poland,Schlesien,Breslau (Wrocław),Silver,Germany,590,520,39
25625,Preußen: Friedrich II.,18. Jh.,30,8.20,1775,1775,Poland,Schlesien,Breslau (Wrocław),Silver,,629,520,40
25626,Preußen: Friedrich II.,18. Jh.,30,8.25,1775,1775,Poland,Schlesien,Breslau (Wrocław),Silver,,669,520,40
25627,Preußen: Friedrich II.,18. Jh.,30,8.18,1776,1776,Poland,Schlesien,Breslau (Wrocław),Silver,,709,520,41
25628,Preußen: Friedrich II.,18. Jh.,30,8.24,1776,1776,Poland,Schlesien,Breslau (Wrocław),Silver,,750,520,40
25629,Preußen: Friedrich II.,18. Jh.,30,8.19,1776,1776,Poland,Schlesien,Breslau (Wrocław),Silver,,790,520,40
25630,Preußen: Friedrich II.,18. Jh.,29,8.23,1776,1776,Poland,Schlesien,Breslau (Wrocław),Silver,,830,520,40
25631,Preußen: Friedrich II.,18. Jh.,30,8.20,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,870,520,40
25632,Preußen: Friedrich II.,18. Jh.,30,8.17,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,910,520,40
25633,Preußen: Friedrich II.,18. Jh.,30,8.29,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,950,520,40
25634,Preußen: Friedrich II.,18. Jh.,29,8.21,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,990,520,39
25635,Preußen: Friedrich II.,18. Jh.,30,8.20,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,1029,520,40
25636,Preußen: Friedrich II.,18. Jh.,30,8.21,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,1069,520,39
25637,Preußen: Friedrich II.,18. Jh.,30,8.22,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,1108,520,39
25638,Preußen: Friedrich II.,18. Jh.,30,8.25,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,1147,520,39
25639,Preußen: Friedrich II.,18. Jh.,30,8.16,1777,1777,Poland,Schlesien,Breslau (Wrocław),Silver,,1186,520,40
25640,Preußen: Friedrich II.,18. Jh.,30,8.20,1778,1778,Poland,Schlesien,Breslau (Wrocław),Silver,,1226,520,38
25641,Preußen: Friedrich II.,18. Jh.,29,8.30,1778,1778,Poland,Schlesien,Breslau (Wrocław),Silver,,1264,520,40
25642,Preußen: Friedrich II.,18. Jh.,30,8.18,1778,1778,Poland,Schlesien,Breslau (Wrocław),Silver,,1304,520,40
25643,Preußen: Friedrich II.,18. Jh.,29,8.26,1778,1778,Poland,Schlesien,Breslau (Wrocław),Silver,,1344,520,39
25644,Preußen: Friedrich II.,18. Jh.,30,8.21,1779,1779,Poland,Schlesien,Breslau (Wrocław),Silver,,1383,520,40
25645,Preußen: Friedrich II.,18. Jh.,29,8.07,1779,1779,Poland,Schlesien,Breslau (Wrocław),Silver,Germany,1423,520,40
25647,Preußen: Friedrich II.,18. Jh.,30,8.21,1779,1779,Poland,Schlesien,Breslau (Wrocław),Silver,,1463,520,40
25648,Preußen: Friedrich II.,18. Jh.,31,8.12,1783,1783,Poland,Schlesien,Breslau (Wrocław),Silver,Germany,1503,520,38
25650,Preußen: Friedrich II.,18. Jh.,30,8.21,1783,1783,Poland,Schlesien,Breslau (Wrocław),Silver,,1541,520,39
25651,Preußen: Friedrich II.,18. Jh.,30,8.14,1769,1769,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,1580,520,39
25652,Preußen: Friedrich II.,18. Jh.,30,8.29,1769,1769,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,1619,520,40
25654,Preußen: Friedrich II.,18. Jh.,31,8.11,1769,1769,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,Germany,1659,520,40
25655,Preußen: Friedrich II.,18. Jh.,29,8.14,1773,1773,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,1699,520,39
25656,Preußen: Friedrich II.,18. Jh.,30,8.10,1773,1773,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,1738,520,40
25658,Preußen: Friedrich II.,18. Jh.,30,8.14,1773,1773,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,Germany,1778,520,40
25660,Preußen: Friedrich II.,18. Jh.,29,8.23,1774,1774,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,1818,520,40
25662,Preußen: Friedrich II.,18. Jh.,29,8.16,1774,1774,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,1858,520,40
25663,Preußen: Friedrich II.,18. Jh.,29,8.06,1774,1774,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,1898,520,39
25666,Preußen: Friedrich II.,18. Jh.,30,8.10,1774,1774,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,1937,520,40
25667,Preußen: Friedrich II.,18. Jh.,30,8.25,1774,1774,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,0,560,39
25669,Preußen: Friedrich II.,18. Jh.,30,8.29,1774,1774,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,39,560,39
25670,Preußen: Friedrich II.,18. Jh.,30,8.03,1774,1774,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,78,560,41
25671,Preußen: Friedrich II.,18. Jh.,29,8.22,1774,1774,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,119,560,40
25672,Preußen: Friedrich II.,18. Jh.,30,8.13,1775,1775,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,159,560,40
25673,Preußen: Friedrich II.,18. Jh.,30,8.00,1775,1775,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,199,560,40
25675,Preußen: Friedrich II.,18. Jh.,29,8.29,1779,1779,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,239,560,40
25676,Preußen: Friedrich II.,18. Jh.,29,8.09,1780,1780,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,Germany,279,560,39
25677,Preußen: Friedrich II.,18. Jh.,29,8.08,1781,1781,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,318,560,40
25680,Preußen: Friedrich II.,18. Jh.,28,5.45,1768,1768,Poland,Schlesien,Breslau (Wrocław),Silver,,358,560,39
25682,Preußen: Friedrich II.,18. Jh.,28,5.35,1768,1768,Poland,Schlesien,Breslau (Wrocław),Silver,,397,560,40
25684,Preußen: Friedrich II.,18. Jh.,27,5.46,1764,1764,Russian Federation,Ostpreußen,Königsberg (Kaliningrad),Silver,,437,560,40
25685,Preußen: Friedrich II.,18. Jh.,27,5.29,1764,1764,Germany,Sachsen-Anhalt,Magdeburg,Silver,,477,560,39
25687,Kydonia,"Griechen, Hellenismus",26,11.25,-330,-280,Greece,Kreta,Kydonia,Silver,,516,560,41
25689,Preußen: Friedrich II.,18. Jh.,27,5.41,1764,1764,Germany,Sachsen-Anhalt,Magdeburg,Silver,,557,560,40
25690,Kydonia,"Griechen, Hellenismus",24-27,11.21,-330,-280,Greece,Kreta,Kydonia,Silver,,597,560,36
25692,Preußen: Friedrich II.,18. Jh.,27,5.35,1764,1764,Germany,Sachsen-Anhalt,Magdeburg,Silver,,633,560,40
25693,Kydonia,"Griechen, Hellenismus",25,11.09,-330,-280,Greece,Kreta,Kydonia,Silver,,673,560,42
25695,Preußen: Friedrich II.,18. Jh.,26,5.30,1764,1764,Germany,Brandenburg,Berlin,Silver,,715,560,40
25696,Preußen: Friedrich II.,18. Jh.,26,5.33,1764,1764,Germany,Brandenburg,Berlin,Silver,Lithuania,755,560,40
25697,Preußen: Friedrich II.,18. Jh.,26,5.90,1764,1764,Germany,Brandenburg,Berlin,Silver,,795,560,39
25698,Preußen: Friedrich II.,18. Jh.,25,5.28,1764,1764,Germany,Brandenburg,Berlin,Silver,Lithuania,834,560,40
25705,Constantius I.,Römische Spätantike,18,5.62,293,293,Italy,Italia,Rom,Gold,Egypt,874,560,39
25714,Stiela,"Griechen, Archaik und Klassik",13,1.99,-410,-390,Italy,Sizilien,Stiela,Silver,,913,560,39
25717,Kyme,"Griechen, Hellenismus",23,10.54,-250,-190,Turkey,Aeolis,Kyme,Silver,,952,560,40
25718,Stiela,"Griechen, Archaik und Klassik",15,1.93,-410,-390,Italy,Sizilien,Stiela,Silver,,992,560,43
25731,Zankle (Messana),"Griechen, Archaik und Klassik",10,1.08,-494,-487,Italy,Sizilien,Messana-Messina,Silver,,1035,560,47
25737,Zankle (Messana),"Griechen, Archaik und Klassik",10,1.27,-494,-487,Italy,Sizilien,Messana-Messina,Silver,,1082,560,38
25745,Constantinus I.,Römische Spätantike,17,4.47,310,313,Germany,Gallia,Trier,Gold,,1120,560,40
25746,Diocletianus,Römische Spätantike,19,2.41,305,306,Bulgaria,Dakien,Serdica,Silver,,1160,560,40
25747,Diocletianus,Römische Spätantike,18,3.39,300,300,Tunisia,Africa,Karthago,Silver,,1200,560,41
25754,Diocletianus,Römische Spätantike,17,2.74,300,300,Italy,Italia,Aquileia,Silver,,1241,560,39
25758,Diocletianus,Römische Spätantike,20,3.37,302,302,Greece,Makedonien,Thessaloniki,Silver,,1280,560,41
